calamitously,0
calamity,0
callous,0
calm,1
calming,1
calmness,1
calumniate,0
calumniation,0
calumnies,0
calumnious,0
calumniously,0
calumny,0
cancer,0
cancerous,0
candid,1
candor,1
cannibal,0
cannibalize,0
capable,1
capability,1
capably,1
capitalize,1
capitulate,0
capricious,0
capriciously,0
capriciousness,0
capsize,0
captivate,1
captivating,1
captivation,1
captive,0
care,1
carefree,1
careful,1
careless,0
carelessness,0
caricature,0
carnage,0
carp,0
cartoon,0
cartoonish,0
cash-strapped,0
castigate,0
casualty,0
cataclysm,0
cataclysmal,0
cataclysmic,0
cataclysmically,0
catalyst,1
catastrophe,0
catastrophes,0
catastrophic,0
catastrophically,0
catchy,1
caustic,0
caustically,0
cautionary,0
cautious,0
cave,0
celebrate,1
celebrated,1
celebration,1
celebratory,1
celebrity,1
censure,0
chafe,0
chaff,0
chagrin,0
challenge,1
challenging,1
champion,1
champ,1
chaos,0
chaotic,0
charisma,0
charismatic,1
charitable,1
charity,1
charm,1
charming,1
charmingly,1
chaste,1
chasten,0
chastise,0
chastisement,0
chatter,0
chatterbox,0
cheapen,0
cheap,0
cheat,0
cheater,0
cheer,1
cheery,1
cheerful,1
cheerless,0
cherish,1
cherished,1
cherub,1
chic,1
chide,0
childish,0
chill,0
chilly,0
chit,0
chivalry,1
chivalrous,1
choppy,0
choke,0
chore,0
chronic,0
chum,1
civility,1
civilization,1
civilize,1
civil,1
clamor,0
clamorous,0
clarity,1
clash,0
classic,1
clean,1
cleanliness,1
cleanse,1
clear,1
clear-cut,1
clearer,1
clearly,1
clever,1
cliche,0
cliched,0
clique,0
clog,0
close,0
closeness,1
cloud,0
clout,1
clumsy,0
co-operation,1
coarse,0
coax,1
cocky,0
coddle,1
coerce,0
coercion,0
coercive,0
cogent,1
cohesive,1
cohere,1
coherence,1
coherent,1
cohesion,1
cold,0
coldly,0
collapse,0
collide,0
collude,0
collusion,0
colorful,1
colossal,1
combative,0
comeback,1
comedy,1
comely,1
comfort,1
comfortable,1
comfortably,1
comforting,1
comical,0
commend,1
commendable,1
commendably,1
commensurate,1
commonsense,1
commonsensible,1
commonsensibly,1
commonsensical,1
commodious,1
commiserate,0
commitment,1
commonplace,0
commotion,0
compact,1
compassion,1
compassionate,1
compatible,1
compel,0
compelling,1
compensate,1
competent,1
competence,1
competency,1
competitive,1
competitiveness,1
complacent,0
complain,0
complaining,0
complaint,0
complaints,0
complement,1
complex,0
compliant,1
complicate,0
complicated,0
complication,0
complicit,0
compliment,1
complimentary,1
comprehensive,1
compromise,1
compromises,1
compulsion,0
compulsive,0
compulsory,0
comrades,1
concede,0
conceit,0
conceited,0
conceivable,1
concern,0
concerned,0
concerns,0
concession,0
concessions,0
conciliate,1
conciliatory,1
conclusive,1
concrete,1
concur,1
condescend,0
condescending,0
condescendingly,0
condescension,0
condemn,0
condemnable,0
condemnation,0
condolence,0
condolences,0
condone,1
conducive,1
confer,1
confess,0
confession,0
confessions,0
confidence,1
confident,1
conflict,0
confound,0
confounded,0
confounding,0
confront,0
confrontation,0
confrontational,0
confuse,0
confused,0
confusing,0
confusion,0
confute,1
congenial,1
congested,0
congestion,0
congratulate,1
congratulations,1
congratulatory,1
conquer,1
conscience,1
conscientious,1
consensus,1
consent,1
considerate,1
consistent,1
console,1
conspicuous,0
conspicuously,0
conspiracies,0
conspiracy,0
conspirator,0
conspiratorial,0
conspire,0
constancy,1
consternation,0
constrain,0
constraint,0
constructive,1
consume,0
consummate,1
contagious,0
contaminate,0
contamination,0
contempt,0
contemptible,0
contemptuous,0
contemptuously,0
contend,1
content,1
contention,0
contentment,1
contentious,0
continuity,1
contort,0
contortions,0
contradict,0
contradiction,0
contradictory,0
contrariness,0
contrary,0
contravene,0
contribution,1
contrive,0
contrived,0
controversial,0
controversy,0
convenient,1
conveniently,1
conviction,1
convince,1
convincing,1
convincingly,1
convoluted,0
cooperate,1
cooperation,1
cooperative,1
cooperatively,1
coping,0
cordial,1
cornerstone,1
correct,1
correctly,1
corrode,0
corrosion,0
corrosive,0
corrupt,0
corruption,0
cost-effective,1
cost-saving,1
costly,0
counterproductive,0
coupists,0
courage,1
courageous,1
courageously,1
courageousness,1
court,1
courteous,1
courtesy,1
courtly,1
covenant,1
covetous,0
cow,0
coward,0
cowardly,0
cozy,1
crackdown,0
crafty,0
cramped,0
cranky,0
crass,0
crave,1
craven,0
cravenly,0
craving,1
craze,0
crazily,0
craziness,0
crazy,0
creative,1
credence,1
credible,1
credulous,0
crime,0
criminal,0
cringe,0
cripple,0
crippling,0
crisis,0
crisp,1
critic,0
critical,0
criticism,0
criticisms,0
criticize,0
critics,0
crook,0
crooked,0
cross,0
crowded,0
crude,0
cruel,0
cruelties,0
cruelty,0
crumble,0
crumple,0
crusade,1
crusader,1
crush,0
crushing,0
cry,0
culpable,0
cuplrit,0
cumbersome,0
cure-all,1
curious,1
curiously,1
curse,0
cursed,0
curses,0
cursory,0
curt,0
cuss,0
cut,0
cute,1
cutthroat,0
cynical,0
cynicism,0
damage,0
damaging,0
damn,0
damnable,0
damnably,0
damnation,0
damned,0
damning,0
dance,1
danger,0
dangerous,0
dangerousness,0
dangle,0
dare,1
daring,1
daringly,1
dark,0
darken,0
darkness,0
darling,1
darn,0
dash,0
dashing,1
dastard,0
dastardly,0
daunt,0
daunting,0
dauntingly,0
dauntless,1
dawdle,0
dawn,1
daydream,1
daydreamer,1
daze,0
dazed,0
dazzle,1
dazzled,1
dazzling,1
dead,0
deadbeat,0
deadlock,0
deadly,0
deadweight,0
deaf,0
deal,1
dear,1
dearth,0
death,0
debacle,0
debase,0
debasement,0
debaser,0
debatable,0
debate,0
debauch,0
debaucher,0
debauchery,0
debilitate,0
debilitating,0
debility,0
decadence,0
decadent,0
decay,0
decayed,0
deceit,0
deceitful,0
deceitfully,0
deceitfulness,0
deceiving,0
deceive,0
deceiver,0
deceivers,0
decent,1
decency,1
deception,0
deceptive,0
deceptively,0
decisive,1
decisiveness,1
declaim,0
decline,0
declining,0
decrease,0
decreasing,0
decrement,0
decrepit,0
decrepitude,0
decry,0
dedicated,1
deep,0
deepening,0
defamation,0
defamations,0
defamatory,0
defame,0
defeat,0
defect,0
defective,0
defend,1
defender,1
defensive,1
deference,1
defense,1
defiance,0
defiant,0
defiantly,0
deficiency,0
deficient,0
defile,0
defiler,0
definite,1
definitely,1
definitive,1
definitively,1
deflationary,1
deform,0
deformed,0
defrauding,0
deft,1
defunct,0
defy,0
degenerate,0
degenerately,0
degeneration,0
degradation,0
degrade,0
degrading,0
degradingly,0
dehumanization,0
dehumanize,0
deign,0
deject,0
dejected,0
dejectedly,0
dejection,0
delectable,1
delicacy,1
delicate,1
delicious,1
delight,1
delighted,1
delightful,1
delightfully,1
delightfulness,1
delinquency,0
delinquent,0
delirious,0
delirium,0
delude,0
deluded,0
deluge,0
delusion,0
delusional,0
delusions,0
demean,0
demeaning,0
demise,0
democratic,1
demolish,0
demolisher,0
demon,0
demonic,0
demonize,0
demoralize,0
demoralizing,0
demoralizingly,0
demystify,1
denial,0
denigrate,0
deny,0
denounce,0
denunciate,0
denunciation,0
denunciations,0
dependable,1
deplete,0
deplorable,0
deplorably,0
deplore,0
deploring,0
deploringly,0
deprave,0
depraved,0
depravedly,0
deprecate,0
depress,0
depressed,0
depressing,0
depressingly,0
depression,0
deprive,0
deprived,0
deride,0
derision,0
derisive,0
derisively,0
derisiveness,0
derogatory,0
desecrate,0
deserve,1
deserved,1
deservedly,1
deserving,1
desert,0
desertion,0
desiccate,0
desiccated,0
desirable,1
desire,1
desirous,1
desolate,0
desolately,0
desolation,0
despair,0
despairing,0
despairingly,0
desperate,0
desperately,0
desperation,0
despicable,0
despicably,0
despise,0
despised,0
despite,0
despoil,0
despoiler,0
despondence,0
despondency,0
despondent,0
despondently,0
despot,0
despotic,0
despotism,0
destabilisation,0
destine,1
destined,1
destinies,1
destiny,1
destitute,0
destitution,0
destroy,0
destroyer,0
destruction,0
destructive,0
desultory,0
deter,0
deteriorate,0
deteriorating,0
deterioration,0
determination,1
deterrent,0
detest,0
detestable,0
detestably,0
detract,0
detraction,0
detriment,0
detrimental,0
devastate,0
devastated,0
devastating,0
devastatingly,0
devastation,0
deviate,0
deviation,0
devil,0
devilish,0
devilishly,0
devilment,0
devilry,0
devious,0
deviously,0
deviousness,0
devoid,0
devote,1
devoted,1
devotee,1
devotion,1
devout,1
dexterity,1
dexterous,1
dexterously,1
dextrous,1
diabolic,0
diabolical,0
diabolically,0
diametrically,0
diatribe,0
diatribes,0
dictator,0
dictatorial,0
differ,0
difficult,0
difficulties,0
difficulty,0
diffidence,0
dig,1
dignified,1
dignify,1
dignity,1
digress,0
dilapidated,0
dilemma,0
diligence,1
diligent,1
diligently,1
dilly-dally,0
dim,0
diminish,0
diminishing,0
din,0
dinky,0
diplomatic,1
dire,0
direly,0
direness,0
dirt,0
dirty,0
disable,0
disabled,0
disaccord,0
disadvantage,0
disadvantaged,0
disadvantageous,0
disaffect,0
disaffected,0
disaffirm,0
disagree,0
disagreeable,0
disagreeably,0
disagreement,0
disallow,0
disappoint,0
disappointed,0
disappointing,0
disappointingly,0
disappointment,0
disapprobation,0
disapproval,0
disapprove,0
disapproving,0
disarm,0
disarray,0
disaster,0
disastrous,0
disastrously,0
disavow,0
disavowal,0
disbelief,0
disbelieve,0
disbeliever,0
discerning,1
disclaim,0
discombobulate,0
discomfit,0
discomfititure,0
discomfort,0
discompose,0
disconcert,0
disconcerted,0
disconcerting,0
disconcertingly,0
disconsolate,0
disconsolately,0
disconsolation,0
discontent,0
discontented,0
discontentedly,0
discontinuity,0
discord,0
discordance,0
discordant,0
discountenance,0
discourage,0
discouragement,0
discouraging,0
discouragingly,0
discourteous,0
discourteously,0
discredit,0
discreet,1
discrepant,0
discretion,1
discriminate,0
discriminating,1
discriminatingly,1
discrimination,0
discriminatory,0
disdain,0
disdainful,0
disdainfully,0
disease,0
diseased,0
disfavor,0
disgrace,0
disgraced,0
disgraceful,0
disgracefully,0
disgruntle,0
disgruntled,0
disgust,0
disgusted,0
disgustedly,0
disgustful,0
disgustfully,0
disgusting,0
disgustingly,0
dishearten,0
disheartening,0
dishearteningly,0
dishonest,0
dishonestly,0
dishonesty,0
dishonor,0
dishonorable,0
dishonorablely,0
disillusion,0
disillusioned,0
disinclination,0
disinclined,0
disingenuous,0
disingenuously,0
disintegrate,0
disinterested,0
disintegration,0
disinterest,0
dislike,0
dislocated,0
disloyal,0
disloyalty,0
dismal,0
dismally,0
dismalness,0
dismay,0
dismayed,0
dismaying,0
dismayingly,0
dismissive,0
dismissively,0
disobedience,0
disobedient,0
disobey,0
disown,0
disorder,0
disordered,0
disorderly,0
disorganized,0
disorient,0
disoriented,0
disparage,0
disparaging,0
disparagingly,0
dispensable,0
dispirit,0
dispirited,0
dispiritedly,0
dispiriting,0
displace,0
displaced,0
displease,0
displeasing,0
displeasure,0
disproportionate,0
disprove,0
disputable,0
dispute,0
disputed,0
disquiet,0
disquieting,0
disquietingly,0
disquietude,0
disregard,0
disregardful,0
disreputable,0
disrepute,0
disrespect,0
disrespectable,0
disrespectablity,0
disrespectful,0
disrespectfully,0
disrespectfulness,0
disrespecting,0
disrupt,0
disruption,0
disruptive,0
dissatisfaction,0
dissatisfactory,0
dissatisfied,0
dissatisfy,0
dissatisfying,0
dissemble,0
dissembler,0
dissension,0
dissent,0
dissenter,0
dissention,0
disservice,0
dissidence,0
dissident,0
dissidents,0
dissocial,0
dissolute,0
dissolution,0
dissonance,0
dissonant,0
dissonantly,0
dissuade,0
dissuasive,0
distaste,0
distasteful,0
distastefully,0
distinct,1
distinction,1
distinctive,1
distinguish,1
distinguished,1
distort,0
distortion,0
distract,0
distracting,0
distraction,0
distraught,0
distraughtly,0
distraughtness,0
distress,0
distressed,0
distressing,0
distressingly,0
distrust,0
distrustful,0
distrusting,0
disturb,0
disturbed,0
disturbed-let,0
disturbing,0
disturbingly,0
disunity,0
disvalue,0
divergent,0
diversified,1
divide,0
divided,0
divine,1
divinely,1
division,0
divisive,0
divisively,0
divisiveness,0
divorce,0
divorced,0
dizzy,0
dizzing,0
dizzingly,0
doddering,0
dodge,1
dodgey,0
dogged,0
doggedly,0
dogmatic,0
doldrums,0
dominance,1
dominate,0
domination,0
domineer,0
domineering,0
doom,0
doomsday,0
dope,0
dote,1
dotingly,1
doubt,0
doubtful,0
doubtfully,0
doubtless,1
doubts,0
down,0
downbeat,0
downcast,0
downer,0
downfall,0
downfallen,0
downgrade,0
downhearted,0
downheartedly,0
downside,0
drab,0
draconian,0
draconic,0
dragon,0
dragons,0
dragoon,0
drain,0
drama,0
drastic,0
drastically,0
dread,0
dreadful,0
dreadfully,0
dreadfulness,0
dream,1
dreamland,1
dreams,1
dreamy,1
dreary,0
drive,1
driven,1
drones,0
droop,0
drought,0
drowning,0
drunk,0
drunkard,0
drunken,0
dubious,0
dubiously,0
dubitable,0
dud,0
dull,0
dullard,0
dumb,0
dumbfound,0
dumbfounded,0
dummy,0
dump,0
dunce,0
dungeon,0
dungeons,0
dupe,0
durable,1
durability,1
dusty,0
dwindle,0
dwindling,0
dynamic,1
dying,0
eager,1
eagerly,1
eagerness,1
earnest,1
earnestly,1
earnestness,1
earsplitting,0
ease,1
easier,1
easiest,1
easily,1
easiness,1
easy,1
easygoing,1
ebullience,1
ebullient,1
ebulliently,1
eccentric,0
eccentricity,0
eclectic,1
economical,1
ecstasies,1
ecstasy,1
ecstatic,1
ecstatically,1
edgy,0
edify,1
educable,1
educated,1
educational,1
effective,1
effectiveness,1
effectual,1
efficacious,1
efficiency,1
efficient,1
effigy,0
effortless,1
effortlessly,1
effrontery,0
effusion,1
effusive,1
effusively,1
effusiveness,1
egalitarian,1
ego,0
egocentric,0
egomania,0
egotism,0
egotistical,0
egotistically,0
egregious,0
egregiously,0
ejaculate,0
elan,1
elate,1
elated,1
elatedly,1
elation,1
election-rigger,0
electrification,1
electrify,1
elegance,1
elegant,1
elegantly,1
elevate,1
elevated,1
eligible,1
eliminate,0
elimination,0
elite,1
eloquence,1
eloquent,1
eloquently,1
emaciated,0
emancipate,1
emasculate,0
embarrass,0
embarrassing,0
embarrassingly,0
embarrassment,0
embattled,0
embellish,1
embolden,1
embrace,1
embroil,0
embroiled,0
embroilment,0
eminence,1
eminent,1
emotional,1
empathize,0
empathy,0
emphatic,0
emphatically,0
empower,1
empowerment,1
emptiness,0
empty,0
enable,1
enchant,1
enchanted,1
enchanting,1
enchantingly,1
encourage,1
encouragement,1
encouraging,1
encouragingly,1
encroach,0
encroachment,0
endanger,0
endear,1
endearing,1
endless,0
endorse,1
endorsement,1
endorser,1
endurable,1
endure,1
enduring,1
enemies,0
enemy,0
energetic,1
energize,1
enervate,0
enfeeble,0
enflame,0
engaging,1
engrossing,1
engulf,0
enhance,1
enhanced,1
enhancement,1
enjoin,0
enjoy,1
enjoyable,1
enjoyably,1
enjoyment,1
enlighten,1
enlightenment,1
enliven,1
enmity,0
ennoble,1
enormities,0
enormity,0
enormous,0
enormously,0
enrage,0
enraged,0
enrapt,1
enrapture,1
enraptured,1
enrich,1
enrichment,1
enslave,0
ensure,1
entangle,0
entanglement,0
enterprising,1
entertain,1
entertaining,1
enthral,1
enthrall,1
enthralled,1
enthuse,1
enthusiasm,1
enthusiast,1
enthusiastic,1
enthusiastically,1
entice,1
enticing,1
enticingly,1
entrance,1
entranced,1
entrancing,1
entrap,0
entrapment,0
entreat,1
entreatingly,1
entrust,1
enviable,1
enviably,1
envious,0
enviously,0
enviousness,0
envision,1
envisions,1
envy,0
epic,1
epidemic,0
epitome,1
equality,1
equitable,1
equivocal,0
eradicate,0
erase,0
erode,0
erosion,0
err,0
errant,0
erratic,0
erratically,0
erroneous,0
erroneously,0
error,0
erudite,1
escapade,0
eschew,0
esoteric,0
essential,1
especially,1
esteem,1
estranged,0
established,1
eternal,0
eternity,1
ethical,1
eulogize,1
euphoria,1
euphoric,1
euphorically,1
evade,0
evasion,0
evasive,0
even,1
evenly,1
eventful,1
everlasting,1
evident,1
evidently,1
evil,0
evildoer,0
evils,0
eviscerate,0
evocative,1
exacerbate,0
exacting,0
exaggerate,0
exaggeration,0
exalt,1
exaltation,1
exalted,1
exaltedly,1
exalting,1
exaltingly,1
exasperate,0
exasperation,0
exasperating,0
exasperatingly,0
exceed,1
exceeding,1
exceedingly,1
excel,1
excellence,1
excellency,1
excellent,1
excellently,1
exceptional,1
exceptionally,1
excessive,0
excessively,0
excite,1
excited,1
excitedly,1
excitedness,1
excitement,1
exciting,1
excitingly,1
exclaim,0
exclude,0
exclusion,0
exclusive,1
excoriate,0
excruciating,0
excruciatingly,0
excusable,1
excuse,1
excuses,0
execrate,0
exemplar,1
exemplary,1
exhaust,0
exhaustion,0
exhaustive,0
exhaustively,0
exhilarate,1
exhilarating,1
exhilaratingly,1
exhilaration,1
exhort,0
exile,0
exonerate,1
exorbitant,0
exorbitantance,0
exorbitantly,0
expansive,1
expedient,0
expediencies,0
expel,0
expensive,0
experienced,1
expert,1
expertly,1
expire,0
explicit,1
explicitly,1
explode,0
exploit,0
exploitation,0
expose,0
exposed,0
explosive,0
expressive,1
expropriate,0
expropriation,0
expulse,0
expunge,0
exquisite,1
exquisitely,1
exterminate,0
extermination,0
extinguish,0
extol,1
extoll,1
extort,0
extortion,0
extraneous,0
extraordinarily,1
extraordinary,1
extravagance,0
extravagant,0
extravagantly,0
extreme,0
extremely,0
extremism,0
extremist,0
extremists,0
exuberance,1
exuberant,1
exuberantly,1
exult,1
exultation,1
exultingly,1
fabricate,0
fabrication,0
fabulous,1
fabulously,1
facetious,0
facetiously,0
facilitate,1
fading,0
fail,0
failing,0
failure,0
failures,0
faint,0
fainthearted,0
fair,1
fairly,1
fairness,1
faith,1
faithful,1
faithfully,1
faithfulness,1
faithless,0
fake,0
fall,0
fallacies,0
fallacious,0
fallaciously,0
fallaciousness,0
fallacy,0
fallout,0
false,0
falsehood,0
falsely,0
falsify,0
falter,0
famed,1
fame,1
famine,0
famished,0
famous,1
famously,1
fanatic,0
fanatical,0
fanatically,0
fanaticism,0
fanatics,0
fanciful,0
fancy,1
fanfare,1
fantastic,1
fantastically,1
fantasy,1
far-fetched,0
farfetched,0
farce,0
farcical,0
farcical-yet-provocative,0
farcically,0
