index,text,quality,difficulty,prof_name
43,Bob really gets to know each and everyone of his students. He wants the best for your future and will help you every step of the way. Great man.,5.0,1.0,Robert Maloy
44,Bob is the greatest I had him for 497I and am taking 613 with him next semester he is my adviser and is every student's biggest fan he is the best professor on this campus and will do anything to help you take anything you can with him you will be glad you did!,5.0,1.0,Robert Maloy
45,Bob is the best. He's my advisor and he's so caring and considerate.  He has made my graduate experience so meaningful.  Bob truly cares about each student and goes above and beyond to help everyone achieve success.,4.5,3.0,Robert Maloy
46,Bob is the man!,4.5,2.0,Robert Maloy
47,Bob is the best!  He is incredibly helpful and caring.  If you ever need anything he is totally willing to help.  Bob rocks!,5.0,3.0,Robert Maloy
48,Bob is a wonderful teacher.  He is so helpful and considerate.  Definitely the best teacher I have ever had.,5.0,3.0,Robert Maloy
49,Best professor ever!,5.0,3.0,Robert Maloy
50,One of the best professors at UMass,5.0,3.0,Robert Maloy
51,One of the most amazing people I've ever met. He is amazing!,5.0,1.0,Robert Maloy
52,"Really kind and ehlpful, does a great job with the 180 Days program",5.0,1.0,Robert Maloy
53,absolutely the most amazing admin. to work with. he's great and friendly and so nice.,5.0,1.0,Robert Maloy
54,"Bob is the best!  He is kind, committed to what he believes in, and an outstanding teacher and advisor.",5.0,2.0,Robert Maloy
55,Awesome teacher and advisor. Bob rules!!,5.0,2.0,Robert Maloy
56,Amazing teacher and advisor. Very friendly and helpful. I love him! Highly recommend!,5.0,1.0,Robert Maloy
57,"Awesome man, makes anything happen. Bob is God-like.",5.0,3.0,Robert Maloy
58,Wonderful Teacher and Advisor,5.0,1.0,Robert Maloy
59,A professor who practices what he preaches!,5.0,3.0,Robert Maloy
60,"Dedicated, passionate, inspiring, & caring. Hard work in this class pays off.",5.0,4.0,Mark Amstutz
61,Awesome Professor.,5.0,3.0,Mark Amstutz
62,"He isn't super organized, which was hard for me, and his testing criteria never seemed to be consistent. ",3.0,3.0,Mark Amstutz
63,"I loved Amstutz' class! He is a great teacher and loves what he does. He really makes the material come alive with stories about first hand experience in poly sci and IR. I would take him over again without a doubt. If you have a chance, TAKE AMSTUTZ. On top of that all, he's a great human. ",4.0,4.0,Mark Amstutz
64,"He doesn't teach his classes, he tells stories. And he tells the same stories over and over again. The actual course content is usually interesting - good books, etc, but he doesn't teach on it very often. It's a shame because he's not such a bad professor when he does.",2.0,2.0,Mark Amstutz
65,One of my favorite professors! Always available to meet during office hours and really cares about the well-being of his students.,5.0,3.0,Mark Amstutz
66,"hard to follow because he tells so many irrelevant stories (over and over again). i learned a lot, but sometimes his class was boring and hard to sit through.",2.5,3.0,Mark Amstutz
67,"Dr. Amstutz is one of the best professors at Wheaton College. His lectures are lively and informative, and he truly cares for his students.",5.0,4.0,Mark Amstutz
68,"Although I enjoyed the course & curriculum, Dr. Amstutz is not a kind or helpful professor. He had clear favorites in the class/dept (those who interned for CIA, etc.) and despite the fact that I was a high performer in his class, I did not feel respected or valued as a learner, & he was not personable or approachable when I visited office hours.",1.5,3.0,Mark Amstutz
69,He was boring and repetitive. His approach to IR is extremely dated.,2.0,2.0,Mark Amstutz
70,"His class was one of my more frustrating classes. If you don't agree with him, you're screwed (HE wrote the textbook and required us to more or less agree). His tangents are biased.",1.0,4.0,Mark Amstutz
71,"Amstutz is an interesting prof who takes some getting used to. He tells stories A LOT, some of them more applicable than others. I wish he used the readings more in class, since they ARE on the test. He is extremely caring, and realizes that his subject isn't the only important thing in life, which is nice. He was worth taking for a class.",3.5,3.0,Mark Amstutz
72,"Dr. Amstuz' classes require work, but they are manigible.  Like others have said, he teaches through stories.  And reading the text is mandatory. He's a great guy and offers great advice and cares for students. Do a dine with a mind with him.",4.0,4.0,Mark Amstutz
73,Wonderful person who uses personal stories sometimes too much.  Cares deeply for his students and is quite inspirational.  The material must be read for the exams.,4.0,4.0,Mark Amstutz
74,Rarely references the book. Will talk about random subjects for the heck of it.,1.5,3.0,Mark Amstutz
75,He is a really nice guy but gets off on tangents,3.0,2.0,Mark Amstutz
76,"I liked Dr. Amstutz, he has immense personal experience, and teaches through stories-- you must read the book to do well in the class.",3.5,2.0,Mark Amstutz
77,i didnt find him to be helpful at all,1.0,3.0,Mark Amstutz
78,I took his freshman class 25 years ago and still remember his teaching. You will be very lucky to be his student.,5.0,3.0,Mark Amstutz
79,He knows what he is talking about and approaches the material as a realist.,4.5,3.0,Mark Amstutz
80,"Dr. Walters is clearly passionate about the class material, and his lectures were fun and engaging. We had quizzes every class period, and the quizzes were a bit difficult as the questions were not about central ideas, but rather focused on specifics. Overall, I enjoyed the class, and I learned a lot of meaningful things relating to wellness.",3.0,4.0,Peter Walters
81,"Dr. Walters was an awesome professor, and he made a gen-ed class really fun! My only complaint is that his daily quizzes can be hit or miss because they are all multiple choice, but he's an excellent lecturer. You can tell he wants all his students to succeed, and he cares about the well-being of his students deeply.",4.0,3.0,Peter Walters
82,"This prof's curriculum, philosophy of fitness, and understanding of appropriate cultural norms are dated at best. From stretching out student's legs in class to a highly problematic powerpoint on people from different countries in the world ( which showed physical possessions around a family's house and listed Africa as a country), not great.",2.0,1.0,Peter Walters
83,"He is seriously the most amazing person. Take the time to get to know him. You can learn a lot from not only the course material, but also just life advice from him.",5.0,3.0,Peter Walters
84,"Dr. Walters is the best! I have always hated wellness, exercise, etc. but he makes it simple and fun. He is an easy guy to talk to and get to know, and he is open to criticism as well as positive feedback. Take him for wellness; you won't regret it.",5.0,3.0,Peter Walters
85,GREAT prof. brings a lot of experience. Is passionate and is interesting to listen to. You do have to do the fitness project in his class,4.0,4.0,Peter Walters
86,Dr. Walters is one of my favorite Wheaton profs. He loves and cares for his students deeply and is passionate about what he teaches. You will leave class feeling full. He personally invests in me and so many of my classmates. You really won't regret taking this class!,5.0,3.0,Peter Walters
87,"One of the rarest professors that actually care about you as a student. He is honest, down to earth, and wants you to learn",5.0,2.0,Peter Walters
88,He's awesome and hilarious. There are three days of quizzes covering mostly material from the lectures. If you take this class make sure to take good notes and never skip. His lecture style is amazing and keeps you engaged.,5.0,4.0,Peter Walters
89,"Walters definitely takes this two-credit gen-ed class way too seriously. There are quizzes almost every day and lots of small papers and assignments. He also said a few too many comments that made me, as a female, uncomfortable.",1.0,3.0,Peter Walters
90,"Dr. Walters is a genuine guy, and his lectures show that he cares about students. He utilizes daily quizzes, but they are easy if you pay attention in class. The readings are long, and skimming them will not be sufficient. Make sure to show up and pay attention and this class will be enjoyable, even if it is uncomfortable at times.",4.0,4.0,Peter Walters
91,"Literally the BOMB-DOT-COM! Coolest dude, competitive power lifter, marathoner, and cross-fit competitor. Caring, awesome, and awesome. Only thing is he is unapologetically himself, if you don't like him on the first day, get out because he doesn't become less awesome than that first day.",5.0,2.0,Peter Walters
92,"I love his way of teaching. He knows the importance of group work and participation, and he knows the students' limits and capacities. He helps the class see the material in a different light, and he is always open to correction or improvement suggestions. You just have to let him know if he is not clear, and he will help you understand.",4.0,3.0,Peter Walters
93,"Absolutely my favorite prof ever.  Dr. Walters is fun and hilarious, and he makes you really want to be healthy!  Wish I could take this class every semester; definitely talk to him as much as possible--he has a ton of cool stories and is really nice.  You don't have to come but there's a mini-quiz every day based on your notes, super easy.",5.0,1.0,Peter Walters
94,"Dr. Walter's class is fantastic- and it's just for Wellness! I had no expectations for wellness but ended up learning SO much. Dr. Walter's has an incredible passion for teaching and is extremely friendly and likes to get to know his students. If you're looking for a wellness prof, just take Walters, trust me. ",4.5,3.0,Peter Walters
95,"Best prof to learn something from. You will be better for taking his class. But he is the hardest to get an easy A from. Class is technically non-mandatory but there are quizzes every day that cannot be made up, so take that for what you will.",3.5,3.0,Peter Walters
96,"Dr. Walters is one of my favorite professors at Wheaton so far! He truly cares about his subject and his students. You have a quiz every single day, but as long as you pay attention to the lecture that day they will be easy. He is hilarious and so involved in the class that you won't regret having him. TAKE HIS CLASS!",4.0,2.0,Peter Walters
97,"Such a great guy, pretty good prof, but his unclear quizzes and tests are what got me a B instead of an A. Though even if I got a C, it would be worth it. Great experience to be in Wellness with him and I truly learned a lot about how to be a healthy person- gives great life advice- TAKE HIS CLASS! 5hr required exercise per week keeps you in shape!",3.5,2.0,Peter Walters
98,DR. WALTERS IS THE MAN! Quiz questions can be ridiculous and yes there are typos on them but he is totally worth it. He made class my favorite part of the day which is saying a lot. Absolutely passionate and wanting to help his students reach total wellness.,4.0,3.0,Peter Walters
99,"I did not want to take this class at all, but I ended up really enjoying it.  The mandatory 5 hours of exercise a week was hard to fit in at times and the quizzes were difficult, but I learned so much from him  The class was really interesting and beneficial.  He is a very entertaining and knowledgeable man who clearly cares about his students.",5.0,2.0,Peter Walters
100,He posted the PowerPoints and 1-2 readings online before class to take notes off. A lot of videos to watch. In class the lectures were more conversational than teaching. He wants people to talk and participate. Tests were open note and internet. Super easy if you take notes in class and on the PowerPoints. He's really nice and funny though.,5.0,2.0,Kevin Reynolds
101,"Reynolds is a sweet guy and the content was interesting. Tests were not bad if you showed up to the review sessions and went through the material. We had 2 written tests, 1 MC, 6 quizzes. It's a lot of critical thinking/applying material for the tests so you can't just memorize, but it was not too bad. Take him! He's an interesting guy to talk to!",4.0,2.0,Kevin Reynolds
102,This class was great because there wasn't a lot of work and everything was open notes but my biggest complaint is that this class was supposed to be 100% asynchronous but he would pick random times every 3 three weeks to lecture and then not record them for people who couldn't be there. Could not tell you what this class was about but it worked out,3.0,2.0,Kevin Reynolds
103,"this class only has a lecture and reading each week and a quiz every few weeks and 3 written exams for the year, reynolds is quick to respond to emails and laid back",4.0,3.0,Kevin Reynolds
104,Fun and interesting class. Professor is so nice and funny.,5.0,2.0,Kevin Reynolds
105,"Reynolds is a wonderful professor. Despite this being a night class, he kept it interesting and we always got out early. He allows a lot of discussion on intriguing topics. Overall a great guy and an interesting class.",5.0,3.0,Kevin Reynolds
106,"Reynolds is one of the best professors I have had at JMU so far. He makes the class very interesting and relates it to the real world. Overall, the tests were difficult. He was always willing to help students his office hours. SMAD 301 is a harder class but he is a great professor.",5.0,3.0,Kevin Reynolds
107,"A really nice guy. He tries to keep lectures interesting by engaging students with discussions and videos. If you show up and pay attention, you should have no problem passing the tests.",4.5,3.0,Kevin Reynolds
108,"Kevin is a great person and engaging lecturer. The content for the class is really bland, you spend most classes looking at pictures and analyzes short movie clips/ads in how it relates to the class. Go to lecture, take notes, do the readings and you can get a B. Tests are hard though, you never really know what you're gonna get on his test. ",3.5,4.0,Kevin Reynolds
109,"Show up, listen to the lectures, and do the readings and you'll definitely pass this class. He's a really engaging lecturer and you won't be bored with the topics usually. ",5.0,2.0,Kevin Reynolds
110,"He's a really chill guy who tries hard to make a mandatory class interesting. It's a big discussion-based class, but because of this his tests are pretty confusing. He posts all of his lecture slides online with his own notes underneath and basically just reads from them in class, so if you're ok with missing discussion then attendance is optional",3.0,4.0,Kevin Reynolds
111,"Best professor ever!! Had him for a couple different classes. Makes class interesting with good discussions and interesting content. He is funny and nice. Classes are not hard, but you learn a lot.",5.0,1.0,Kevin Reynolds
112,"Wednesday night 7:00-9:30 seems rough but it's really not that bad. He usually lets you out early. Great professor, always keeps things interesting. You watch a lot of clips & have thought-provoking discussions so make sure you go to class otherwise you will miss out on important test material. Make sure you read the online readings for the test.  ",3.5,3.0,Kevin Reynolds
113,"Reynolds makes this class bearable. No attendance but if you don't come to class you'll miss example-based questions on the test. He offers extra credit at the end of the semester, do it! Overall, if you come to class and skim the readings you'll be able to get an AB. ",4.0,3.0,Kevin Reynolds
114,"Basically we just write screenplays outside of class, and then discuss each others' work in class. We all get critique at some point or another. Very passive class. Excellent professor. Highly recommend if you're into writing.",4.5,2.0,Kevin Reynolds
115,"Don't buy the book. Says attendance is mandatory, it isn't. We basically just go over each other's screenplays. You don't really learn too much, just structure really. Overall, not too bad though.",4.5,2.0,Kevin Reynolds
116,"The broadness of the 301 curriculum could have been pretty boring, but Reynolds is a good lecturer and a cool guy. Attendance isn't taken but it'll make your life a lot easier to go to class. It's not an easy A, but study and skim the readings, and you'll do fine.",4.0,4.0,Kevin Reynolds
117,"I was not excited about taking 301, because it just looked like 101 on repeat, but I learned more than I could imagine in that class and not just about the subject material.  Reynolds is an absolutely amazing professor and an even more interesting and amazing person. If you can take any SMAD professor, he would be the one. I HIGHLY recommend him!",5.0,3.0,Kevin Reynolds
118,"Class was boring, teacher was fun. We would go through one another's screenplays-in-process and give feedback, so he would focus all attention on that, leaving you to watch videos on mute or do homework on your laptop. Very easy work. You can get into it if you're interested. DON'T BUY THE TEXTBOOK! We never used it. Reynolds is a fun, nice guy.",4.5,1.0,Kevin Reynolds
119,SMAD 251 AND 301. Let's just say I have a crush on him and I wouldn't be ashamed if he knew it. SMAD 251 is cool and a fun class but if you have written/read a script before then you don't really learn too much. 301 is late but only one day a week. Turner is deathly boring so take Reynolds. He really facilitates discussion and we look at clips,5.0,3.0,Kevin Reynolds
120,"This mans is retiring so I doubt anyone will be looking at this, but hoping him the best. Hated the class because I'm not a good film director at ALL, but he was very good at explaining stuff. Knows his cameras. Wishing him the best",5.0,1.0,Tom McHardy
121,I did not like this Professor McHardy. He always was looking for one specific answer to open-ended questions and would cut people off if it wasn't what he wanted. His lectures were not intellectually challenging at all and I was bored in most lectures. Wasn't that hard of a class and I think he has good intentions but not my favorite class for sure,3.0,3.0,Tom McHardy
122,"The amount of work you have to put in outside of class is absolutely absurd. He expects everyone to be professional videographers even though this is an intro class. He is flexible with meeting outside of class in order to receive feedback, however, his feedback on all of the projects is quite condescending. Do NOT take him!",2.0,4.0,Tom McHardy
123,This was his first semester teaching 202 which is why I think he went easy on grading. Keep up with readings because he doesn't always announce quizzes. Drops lowest quiz grade. Had to work with a partner for 3/4 projects and you get maybe 2 weeks to do each of them. Tests aren't that bad. The projects and homework are the stressful part.,3.0,3.0,Tom McHardy
124,The actual class simple but the projects are difficult. Mchardy is caring and helpful if you are respectful and put in effort. He gives tough feedback but you learn from it. I recommend him for this class.,4.0,4.0,Tom McHardy
125,He's great. The class is hard but he's very approachable and I definitely learned a lot. I would definitely recommend taking him!,5.0,4.0,Tom McHardy
126,"300 level class and spent a whole day learning how to crop a photo. Learned nothing. Condescending, extremely unhelpful, and zero social skills. Patronizing tone and huge ego make him unpleasant to be around and a flat out bad teacher. Avoid!!!",1.0,4.0,Tom McHardy
127,I was really disappointed by this class. For a 300 level SMAD class it was an extreme disappointment we only learned imovie and wordpress. I feel I gained absolutely nothing from this class. The assignments were petty af and we had a lot of stuff we had to do for no credit. It was a major waste of time and he grades you down for really petty stuff.,2.0,1.0,Tom McHardy
128,He's really knowledgeable about what he teaches and is firmly rooted in teaching through experiences. Your grade is basically a LOT of out of class work with some reading quizzes but he offers extra credit and is open to helping if you ask for it. He's pretty chill and I would definitely take this class again if I could!,3.5,4.0,Tom McHardy
129,"He's a professor that you need to have like you in order of you to like him, otherwise, he'll grade you even harder than he already does.  His tests can be confusing somethings, but to me, he's a nice guy and I enjoy his classes.  I don't seem to do as well in them as I feel like I should be, but I don't hate going to class. ",2.5,4.0,Tom McHardy
130,DO NOT TAKE IF YOU CAN HELP IT. Will not give you any creative license when it comes to your video projects. Class is all about memorization and not about actually learning the material. ,3.0,4.0,Tom McHardy
131,"One of my least favorite professors I've had at JMU. Not very respectful to students, very boring, and you leave with memorized knowledge, not improved ability in the field. Attendance policy is very strict. Your grade drops significantly if you miss more than 2 classes. And his tests are HORRIBLE. ",2.5,4.0,Tom McHardy
132,"This class is fun and you watch a movie every week, so what's not to like? The more the class participates the more enjoyable it becomes.  Do the reading and take notes during group presentations, the tests are difficult.",5.0,4.0,Tom McHardy
133,"I haven't learned a single thing yet, requires attendance but teaches nothing, class is a huge waste of time.  Made us buy book, it was confusing and useless. Assignments were practically the same as in 307/308, not challenging whatsoever yet very time consuming.  It's a shame this is the best guy SMAD can find.",2.0,2.0,Tom McHardy
134,"Good professor--you will leave with a solid understanding of Flash. You have to put some work into your projects, but it is well worth it. Very helpful class.",5.0,3.0,Tom McHardy
135,It's a decent class. You'll learn a lot. McHardy is very kind and approachable. The people who say he isn't have no idea what they're talking about.,2.0,1.0,Tom McHardy
136,"Excellent professor. Knows what he's doing and explains it very well. He offers many bonus points. He does criticize at times, but it's only to make you a better videographer in a professional world. Nice, funny, and down-to-Earth. You do several projects, tests, and readings, but it's worth every bit in the end.",5.0,2.0,Tom McHardy
137,"He's a pain in the ass but you will learn from him, whether you want to or not. He believes in the ""learning hurts"" motto. He knows his stuff and he's willing to help but not too much.",2.5,3.0,Tom McHardy
138,"Not constructive, gets very defensive because of his insecurities.....but SOOOO much better than woody",2.0,3.0,Tom McHardy
139,"Not very open or helpful.  Can be very defensive, which can make learning anything difficult.  Not very constructive and quick to create an opinion on a work and has trouble accepting different viewpoints or ideas.",3.0,3.0,Tom McHardy
140,"Professor Anderson is a great guy overall. His lectures can be a little boring at times, but he's pretty cool and very passionate about web development. Two exams that aren't extremely difficult but you still need to study for. Three sites that seem daunting, but he's very flexible with deadlines which helped a ton. Take him!",4.0,3.0,Steven Anderson
141,You only have 3 projects & 2 tests that make up your grade & due dates were often pushed back by a week. He was very helpful in office hours if you had questions but lectures were entirely just copying his coding while he did it. Not getting grades back for weeks would be my biggest draw back (we only have 35% of our final grade in during finals),4.0,2.0,Steven Anderson
142,He is the best professor I have had at JMU. He listens to when students have issues and actually extends deadlines if needed. He is always willing to answer questions and gives time in class to let students work on projects so he can help.,5.0,3.0,Steven Anderson
143,"Anderson's 407 class honestly wasn't too hard, but it was very boring most of the time. His voice can lull you to sleep, but he did have some good things to say if you decided to pay attention. The big group project was particularly annoying - you have to role play presenting a business model to ""investors"". Kind of cringe to be honest haha.",3.0,3.0,Steven Anderson
144,"This guy is very particular about the stuff he covers and how the student executes the material taught. Also the reasoning behind deducting points on website projects are often interesting... He's a nice guy and definitely knows what he's talking about. You do have to be patient with him during lectures, but he's awesome! Tests were really hard tho",4.0,3.0,Steven Anderson
145,"3 website projects and 2 tests. Takes a long time to return feedback so you can't efficiently work on the next project. Spent most of class doing nothing, felt like a waste of time most days. He is helpful if you ever need him.",2.5,4.0,Steven Anderson
146,Great teacher. Super flexible with due dates and helpful with problems.,4.5,2.0,Steven Anderson
147,We only had 3 website projects the entire semester and really spent time doing nothing. We had 1 test and and 1 final. Most of the people got D's on the 1st test bc we didn't take it seriously bc it was random stuff from lyndacom that he assigned and the random 2 lectures he gave. He is very understanding of time constraints & will work with you. ,2.5,3.0,Steven Anderson
148,"Dr. Anderson is my experience with SMAD Converged Media encapsulated in a person. He's very kind-hearted and has great intentions on getting you up to speed on web/app development, but you'll honestly learn more doing projects on your own than being in class. It also appears like he hasn't updated the curriculum in 10 years, which is bothersome.",1.5,2.0,Steven Anderson
