,text,quality,difficulty,prof_name
13,This professor is the most insensitive and unfair professor ive ever had. She never chooses on students with their hands up. She like to ignore students in time of need. she is horrible.,1.0,1.0,Christie Heinrich
14,This teacher is the worst math teacher I've ever had. She gives quizzes every day. She also does power point and doesn't teach ANYTHING! She'll run through everything and won't let you ask questions. I had to withdraw from her class before I had to fail.,1.0,5.0,Christie Heinrich
15,"I'll start by saying I got an A in algebra & precalc so Im good at math. She only teaches from powerpoint and will put up a problem and ask ""does your answer match mine?"" and move on without explaining. When she writes on the board it is barely legible. Goes over things way too fast. Gives a quiz every single class . Take anyone else if possible",2.0,4.0,Christie Heinrich
16,"Most definitely can teach math but don't count on getting that extra point if you get a 68.5! Very wicked I would say. Study your tail off, stay in the math lab for hours, and do the 100 problem 5 point extra credit.... double wicked!!!!!",2.0,4.0,Christie Heinrich
17,Not a bad teacher. But snapped on a student for not understanding an equation and took her too the deans office smh. Class is pretty hard tho.,2.0,4.0,Christie Heinrich
18,No Comments,1.0,4.0,Jeff Atkinson
19,I would give this teacher a 0 if I could. The most disrespectful person I've ever come across. Literally dropped me from the class when I told her my computer broke and would take ONE day to fix. And on top of that she disrespected me earlier because I said Hey instead of hello. Wanted to write this so ya'll don't have to deal with her.,1.0,4.0,Karen Edwards
20,She is a terrible teacher. She says to do one thing in particular in the classroom and then says do the exact opposite the very next day.  Lesson plans/all written work will never be correct.  She frequently flips out and engages in verbal tantrums. She clearly is biased towards certain students in her classes.,2.0,4.0,Karen Edwards
21,"She is a terrible teacher.  Her mood is explosive and she will frequently humiliate a student in class.  Daily she expresses herself in tantrums and makes you copy verbatim, very pointless information, and notes.  Most of the information is pointless.  If you join the major you will have to take her at least 3 times. She is terrible!!",2.0,3.0,Karen Edwards
22,No Comments,1.0,3.0,Karen Edwards
23,"This lady is crazy.If you are in the major do your best to get on her good side.  Lesson plans are a disaster and no matter what you do there will always be something wrong.  Get out while you have a chance, don't be fooled by the early classes.  Until she retires you will have to take her at least 3 times.",2.0,3.0,Karen Edwards
24,"A complete wacko.  Expect a lot of anti-male comments and non-sense type learning.  Easy A, but will not learn anything useful.",2.0,1.0,Karen Edwards
25,"She makes fun of people for asking questions or says how can you not understand this? Doesn't explain anything and is very rude. Fails people due to her not being able to teach. She is supposed to teach and help people but doesn't. Is very arrogant, bitter, angry about something and overly critical. How has she not been let go?",1.0,1.0,Dorothy Fujimura
26,"This is the most difficult class Ive ever taken in my college career, not only does she gives 50 million homework problems the grader is so extra do not take her !!!! You will not pass",1.0,5.0,Dorothy Fujimura
27,"Dorothy Fujimura is a tough teacher. Her lectures are based off of some examples from the textbook and then she assigns homework from the entire chapter so you have to teach yourself or go to tutoring. If she thinks you don't meet the algebra requirements she will ask you to leave her class. One midterm, 4 quizzes, and one final.",2.0,4.0,Dorothy Fujimura
28,"does not give any extra credit, many failed her class, does not grade homework!! Gives two take home quizzes.",1.0,4.0,Dorothy Fujimura
29,No student should have to take her class. She's terrible.  Doesn't she understand that we go to school to learn and not because we already know the work?,1.0,5.0,Dorothy Fujimura
30,"She goes through material very quickly, without giving many examples. She basically expects her students to already understand what she hasn't taught. She does not grade homework so your entire grade depends on how you do on the tests and quizzes. She grades extremely hard, if you don't write out every step she doesn't give you credit for it.",1.0,5.0,Dorothy Fujimura
31,very difficult. She can be rude when you ask a question in class. very tough grader! To pass this class you will need a tutor and to make a lot of time to study for what can be a simple math class with another instructor.,1.0,5.0,Dorothy Fujimura
32,I personally work very hard academically but have never never been very comfortable with math skills. I worked extremely hard in this course inly to  play catch up. Mainly because her lectures are next to impossible to learn from and the textbook wasnt much better. She grades with extreme scrutiny not just your answer but all of your work.,1.0,5.0,Dorothy Fujimura
33,I would drop this class if you plan to take it. Dorothy makes you feel like an idiot if you ask any questions in class. She is a hard grader and puts questions on the tests that she does not cover in class. She cancels office hours almost every week so you cannot talk to her after class.,1.0,5.0,Dorothy Fujimura
34,She isn't super engaging. . She skips a lot of steps and doesn't really seem to understand where people are in the class. Doesn't go over basic concepts. Requires a lot of homework but doesn't count to grade. I wish I could have taken another teacher. But i was stuck because I was a transfer student so not a lot of classes were open.,1.0,5.0,Dorothy Fujimura
35,"The meanest teacher, she goes things really fast and doesn't explain it. At one point she even said ""if you don't know how I got this answer I don't know why you're in my class."" She reads the numbers of the homework super fast and won't repeat herself.",1.0,5.0,Dorothy Fujimura
36,Where to begin. Simply impossible to succeed in this class. Amazing she still teaches at East Bay.,1.0,1.0,Dorothy Fujimura
37,"no matter how good you are in math, she will give you an F. Maybe the highest grade she gave was a D. She is very rude, and not engaging with students at all. Don't think of taking with her. She gave me an F and I am very good at math.",1.0,1.0,Dorothy Fujimura
38,"I had to drop out of her class due to the absurdity of being expected to know things I have never been taught in my life. No help, no support, DITCH THIS CLASS.",1.0,5.0,Dorothy Fujimura
39,"Very nice person, but cannot teach. Expects you to know everything from all previous math classes. Her class is not curved and the way she grades is extremely strict. Not much partial credit for calculations. She is always willing to answer questions, but that doesn't mean she will answer them clearly.",2.0,5.0,Dorothy Fujimura
40,"If you ask for help she will treat you as if you are an idiot, and just tell you to go look at your notes. She's very rude, I wouldn't recommend anyone to take her class.",1.5,5.0,Dorothy Fujimura
41,"DROP THE CLASS AND RUN. choose another professor if you must. even the highest achieving students will not pass, due to her strict grading on tests. DO YOUR HOMEWORK AND STUDY!!",1.0,5.0,Dorothy Fujimura
42,"If you enjoy listening to the same things over and over every class, and never learn a thing youll love Professor Allen. If your like me and cant stand to hear about The Coca-Cola Company or see the same profit equation on the board, then do yourself a favor and avoid this class. Hes an extremely nice guy, but horrible Professor.",1.0,5.0,William Allen
43,I took Professor Allen for a summer class for credit and I failed literally everything and still ended up with a C. I think he realized everything he gave was impossible and bailed us out but still DO NOT TAKE HIM.,1.0,5.0,William Allen
44,"This guy is a robot, will get very boring when he repeats himself everyclass. Also If youre an environmental activist dont choose him, he wastes paper like I mad man. I blame global warming on him",1.0,5.0,William Allen
45,Dr Allens cool but his class was tough as hell his take home exam answers are all online but his in class exams are nothing that was ever touched on in class,1.0,4.0,William Allen
46,"Prof Allen is a great guy but this class was very difficult. In class he doesnt go over how to actually do anything and talks briefly about topics. There are take home tests where you can find all the answers online, but the in class tests were some of the hardest Ive ever taken. He lets you do an extra credit paper on anything you want",2.0,4.0,William Allen
47,"This man will never shut up abut the Coke soda. He is an awful professor, and always says the same things each class (it doesn't really relate to the current chapter, only chapter one). his tests are impossible because its scenarios, not actual questions. If anyone can avoid this mans class, avoid at all costs",1.0,5.0,William Allen
48,"If you don't have to take this professor, DO NOT! He's a very smart man but he cannot teach for the life of him. He's a terrible teacher. He lectures but not well. He doesn't explain  anything or walk you through what exactly you need to do. EVEN IF YOU ASK HIM!!!",1.0,5.0,William Allen
49,"Dr. Allen is so nice and he's intelligent. But he does not know how to teach. He literally reads and repeats the chapter headings and that's it. He repeats everything like 20 times but doesn't EXPLAIN anything. He puts the ""next best answer"" on the exam versus the actual answer. Had to withdrawal from the class.",1.0,5.0,William Allen
50,"His in class teaching method is reading the headlines of things in the chapters and mildly explaining them. The way he wants you to study for tests is look over your take home tests, which he doesn't really go over. You could potentially be studying wrong info. Most if not all of the answers on tests are correct. You have to pick the ""most correct""",1.0,5.0,William Allen
51,"His teaching style is ""read the book and take the test"". Sometimes what he says in class is actually wrong and it ends up hurting you on the tests. Tests are all multiple choice however he gives you multiple right answers and you have to choose the ""most correct"" which makes it incredibly hard to actually learn anything. Avoid at all costs.",1.0,4.0,William Allen
52,"He is honesty the worst professor I have ever had. I'm not kidding, ever person in his class failed. He should realize that he needs to change something about his teaching style. He does not go over anything, nor did he tell anyone what to study. His tests were extremely hard and he used very confusing wording.",1.0,5.0,William Allen
53,He loves to hear himself talk. He will repeat himself 100 times but nothing he says relates to what we're actually learning. You have to teach yourself everything in this class and pretty much memorize the book or you will not pass. I barely received a C and I've always been a A student. He seems like a nice guy but he is a terrible professor.,1.0,5.0,William Allen
54,"DO NOT TAKE THIS COURSE! This professor is arrogant, condescending, insulting, and down right LAZY with his teaching! I have never stressed as much as I did with this class. I studied hours upon hours for his exams and never scored higher than a C. He is the WORST! His exams do not match his lectures or what the book teaches. Avoid him at ALL costs",2.0,4.0,William Allen
55,This rating has been removed as per our site guidelines.,1.5,5.0,William Allen
56,"Class should be called Grammar for Education Majors. Was excited about the class but grossly disappointed. There were several days I (not an Ed major) could have skipped without missing a thing. Is pretty easygoing, but does not prepare you at all for the retardedly hard final. Her random ear-piercing laugh is like torture. Easily annoyed? Avoid he",2.0,4.0,Deb Vanderbilt
57,"If you want to actually learn to be a good writer don't take this class. If you want to write ACT style, then go ahead. Easy class, but elementary teaching, she has went against everything a good teacher would say, ""Use the same words (lots of useless repetition)"" &""I don't read the entire paper"". That's not what English is supposed to be about...",2.0,1.0,Sue Murphy
58,"Nie lady. Very bad teacher. She really teach you anything. She takes 50 minutes to explain something that should take 10. She assigns you a paper n class, next class you turn in rough draft, next class is final draft. This happened throughout the entire semester. You write 5x as much as other classes. Take this course with someone else.",1.5,3.0,Sue Murphy
59,"Incredibly unclear.lets students walk all over her, then treats them the same way as students who actually try.Got a B in the class and put forth 300x's more effort than most in my class.directions are vague and you never know what shes wants.Enjoy getting marked down for doing exactly what she says because her standards are different when grading",1.5,2.0,Sue Murphy
60,Professor gives a lot of assignments with poor and outdated examples. He does not give clearly instructions of what to do in assignments and he is a very tough professor. He makes access difficult to get maximum grades even if you understand his lectures.,1.0,5.0,Shanks Seetharam
61,bad,1.0,5.0,Shanks Seetharam
62,Needs to learn how to talk to students repectfully,1.0,4.0,Mary Padula
63,Tests are tough. Reads through ppt type of teacher. Has jokes along the way. Not really an easy C as some may put it.,1.0,5.0,Linda Hsu
64,"Worst professor i ever had the displeasure of taking a course with.    If you want to hate your life this is the class for you.  She makes the course (the tests) as hard as she possibly can, do yourself a favor, take the class with the other bio 1201 professor.",1.5,5.0,Linda Hsu
65,"I was SO excited for class this class and quickly had my heart broken by the first three assignments that I did not pass. I subsequently dropped the class to save my GPA. She expects me to have 9 hours a day to slave over a forum question(s), which are the actual worst. I have never seen a more unreasonable class at the U of R. AVOID AT ALL COSTS.",1.0,5.0,Leona Anderson
66,"Honestly, RLST 268 was a waste of my time. Every second week, she wants approximately 8 pages worth of ""beyond the surface"" questions, and then she makes you do forums. Anderson, nobody likes forums. This class made cults boring. I literally never knew what to do to please her. Got 39% on an assignment.... I'm a MAJOR! This shouldn't happen.",1.0,4.0,Leona Anderson
67,She is unreasonable. For a second year class she expects fourth year knowledge. She is a nice lady but nice can't save a crappy class. I would never recommend her as a professor to anyone.,2.0,4.0,Leona Anderson
68,"She assigns multiple readings/videos per week. I couldn't get higher than a 68% on any assignment, even after following her feedback from previous assignments. Wasn't engaged with the class at all. The content was not what I expected it to be. Wouldn't take another class with her again.",2.0,5.0,Leona Anderson
69,"I took this class online as an elective, she has to be the laziest, least present prof I have ever had on an online course. She assigns approx 10 articles to read, plus several videos to watch for each module then only has 5 slides of her own writing. She marks extremely tough and even if you follow her advice you'll only gain about 5%.",1.0,4.0,Leona Anderson
70,"She cannot teach whatsoever, graded super hard and when asked for grading rubric she responded that the mark was out of 5. Would actually put effort in each forum post and would be marked oddly (3.2/5, 2.7/5, ect.). Was excited for this class, but her grading and unclear modules ruined the whole subject for me.",1.0,5.0,Leona Anderson
71,"Leona's class is extremely interesting, but is equally as challenging. It is a little bit disappointing, as you often feel like you have learned from her feedback, but you never seem to get it just right.",2.0,4.0,Leona Anderson
72,Rudest professor I've ever had at york. Very inconsistent. Would NOT take again.,1.0,3.0,William Wicken
73,"He's completely terrible. However, his lecturing is very good. Marking is beyond horrible. Holy cow. I worked 7 days on his first assignment and read 160 pages for it. I got a C+. I was so disappointed. You don't know how they mark. But, one think is clear they focus way too much on grammar and started telling me how to rewrite the sentences.",1.0,5.0,William Wicken
74,"Very off topic, and jumpy through lectures. His expectations when marking exams and essays are totally different then what was told by TA's. He marks one piece of work by everyone.",2.0,4.0,William Wicken
75,"Enthusiastic lecturer but gives a lot of information. atleast 30 pgs of readings weekly. Not a lot of assignments but are hard and weigh heavily so doing bad will bring your mark down. He may change his style because the class of 2012 I was in-half the class dropped it and failed. Not a first year course to take but it is interesting,I learnt a lot",2.0,4.0,William Wicken
76,"Because it was online it was a lot of self teaching. Although she provides some ""commentary"" and overexplains, the amount of things to go through and complete each week is a little unrealistic. Typically 3-5 graded pieces to do a week. She makes a point of making things harder than necessary. I have heard better things about any other ECON prof.",2.0,4.0,Nancy Bower
77,"Took the class during pandemic. 2 mobius assignments every week even during the times we have reports do which is biweekly and you also mark other peoples reports. Biweekly Quiz using lockdown.. everything is marked online, she doesnt teach.... Like what do you do aside from torturing students? Students legit teach each other, this prof aint it.",1.0,5.0,Nancy Bower
78,"Nancy has a way with words. By that, I mean she gets up to her lecture podium and performs lectures in the style of ""rap god"" by Eminem. The textbook will be your best friend in this class, but the lectures are worth going to know what is up. The weekly quizzes come with a difficulty I cannot describe - they're essentially impossible.",1.0,5.0,Nancy Bower
79,"Just give her salary she earns from this class to the textbook company because the only way to learn anything is outside of lectures. Horrible, boring teaching style and expects you to already know calculus when its not a pre requisite. Trust me do not take her class .",1.0,5.0,Nancy Bower
80,"Took this as a summer course and wow what a mistake that was, 2 weekly quizzes worth .5% each, each quiz took hours, other weekly tests or projects on top of that. Final exam was a nightmare no amount of teaching myself could have prepared me for that after an online class. Take with other professors and you'll save yourself time and stress.",1.0,4.0,Nancy Bower
81,"Bower does decent examples during lectures. That's about all she does, she has no regard for her students or their comprehension of the content. Often she wont even look up during class to the point kids just lower their hands and don't ask questions. She is very rude, will scream at you to put phone away even if taking pictures of notes.",1.0,3.0,Nancy Bower
82,"Completely inaccessible both in and outside of class. Content is not bad, but the way she teaches the class makes it so hard to understand anything. Course load is so heavy. I basically put as much effort in this course as I put in other 4 together. She is arrogant and rude in class. Adomait level 10.0",1.0,5.0,Nancy Bower
83,"DO NOT TAKE THIS PROF. she gives you annoying quizs every week with VAGUE AT BEST instructions, nothing other than the text that isn't very good either, SUUUPPPERR DIFFICULT questions with no explanation and when you look at the answers she doesn't even include formulas + no office hours for help.",1.0,5.0,Nancy Bower
84,"Very dull lectures go at a rate that is almost impossible to follow. As if shes teaching content to people that already know the content... DO NOT ask a question, unless you want to feel terrible about it. I understand it must get repetitive for professors but at the same time they should understand that it is their job to hepl us learn the content",1.0,5.0,Nancy Bower
85,Awful. Does not speak for students to understand.,1.0,4.0,Nancy Bower
86,"Terrible prof. Do not take her courses. In class, attendance is mandatory. Online, the final is worth so much and a mandatory pass that the work all semester feels meaningless. She is a very nice person, but inconsistent with her level of understanding to certain situations. She doesn't teach, just summarizes what we are expected to learn ourselves",1.0,3.0,Nancy Bower
87,Took this for summer school. Feels like I took 3 courses when in reality I just have this one. Evidently a very heavy courseload.,1.0,4.0,Nancy Bower
88,Salty about a few marks she gave me,1.0,4.0,Nancy Bower
89,"Super rude when you ask questions in class, seems annoyed whenever you ask for clarification and treats you like you've asked the most stupid question in the world.",2.0,4.0,Nancy Bower
90,"Prof is brutal and is basically non-existent during the course. She wont give answers. She simply says see the assignment, although the instructions are vague at best. Be prepared to do everything on your own. This includes grading other people's assignments WITHOUT an answer key, therefore you lose marks because other people are wrong.",1.0,5.0,Nancy Bower
91,it was more of just talking on and on and not hands on enough and/or participatory,2.0,4.0,Nancy Bower
92,"I would avoid taking a class from Tim at all costs.  While he is a nice guy who really knows his stuff, he is also quite loony (he calls his wife ""mother"") and he treated our class like we were all in special ed.  Test questions come completely out of nowhere, and i learned far more from the book than from the class.  Way too much work for nothing.",1.5,3.0,Tim McLaughlin
93,"He is completely crazy. Avoid him if you can. You can get a good grade, but he totally sucks. He is loony, stupid, and an absolutely pathetic teacher. :-(",2.0,1.0,Tim McLaughlin
94,not helpful,1.0,3.0,Tim McLaughlin
95,"Tim was a hypocritical and unfair grader. He claims that he wants all of his students to suceed, however you can get wonderful grades on all of his assignments and still get a be due to is rediculous grading scale.",1.5,4.0,Tim McLaughlin
96,"He kills it with the stats.. would have enjoyed it more if you didnt't talk about stats for the majority of the class.. 1 midterm, 1 final and 1 assignment. I really enjoyed the assignment from the class though. test is all multiple choice and true and false.",2.0,3.0,Henry Chow
97,"I unfortunately had to take this class twice (my fault). I really wish there was another option for a prof. I just did not like his teaching style and had an incredibly tough time understanding SPSS the way he taught it. After taking this class twice, I still have no idea what I even learnt. Rambles and is almost impossible to take notes from.",2.0,5.0,Henry Chow
98,"What a useless class, I learned nothing.  I think we spent at least 4 of our 3 hour classes talking about stats of his own studies.  Avoid this prof like the plague.",1.5,4.0,Henry Chow
99,The comments are a bit distressing becaus he doesn't really know what he is talking about.,2.0,1.0,Henry Chow
100,"Stated that certain things would not be on the exams that are on the exam such as stats. Had to grade on a curve because over half the class failed both mid terms. Highest mark before grading on a curve was 75%. Can not have your own opinions, and belittles students who differ from his own opinions. STAY AWAY.",1.5,5.0,Henry Chow
101,This is the worst prof ever. Used his own studies as data and that was a big red flag. You may never question him or your mark will suffer.,1.0,4.0,Henry Chow
102,"TERRIBLE!!! Between him and the TA they had no idea what was going on, there was no communication for any of the assignments they just assumed we knew exactly what to do. Everyone in the class was so frustrated with him. I would not recommend him.",1.5,4.0,Henry Chow
103,"Lectures were clear but I had to frequently use external sources like previous course websites to actually learn HOW to solve the problems. It's the equivalent of giving ingredients and asking you to figure out the recipe without showing it first. It takes way too much time and energy to do well in the course, despite knowing the content.",1.0,5.0,Michelle Craig
104,Lecture was clear but tough grader + super hard assignments that consume a lot of time to complete,1.0,4.0,Michelle Craig
105,Horrible teaching. Rude and dismissive. Stay away.,1.0,4.0,Michelle Craig
106,"I think she's only good for introductory courses like 108148. Not as great for higher level classes since they get more nit picky, and she doesn't explain much at all. Difficult to learn more difficult languages.",2.0,4.0,Michelle Craig
107,NONE,1.0,4.0,Michelle Craig
108,"Not very helpful at all. Tries to hard to be discrete and not tell you what to do. She tries to hard to not tell you the answer which just makes it much more confusing. Although this is a beginner's course, she caters to the experienced students, going much to quickly for the newbies to follow. Try to avoid this prof. Shes nice, but cant teach...",1.5,4.0,Michelle Craig
109,very frazzled and stressed woman. hates helping students not because she hates us but because she fears not having enough time to do her work. she will not forget simple requests (switching lectures) you make. sees you as a burden. needs to look into therapy and discover whether she can actually cope with university teaching.,2.0,2.0,Michelle Craig
110,"she just reads lecture notes to us in class. does not do a good job answering questions either by ignoring them or not answering them fully.
 the course with her was awful, assignments and tests were not fairly marked as the ta's did all the work.",1.0,5.0,Michelle Craig
111,She sucks as a professor and the assignments helps are non-existant!,1.5,3.0,Michelle Craig
112,"Horrible prof, ""I'll be surprised if stays the full 3 hours for the exam"".....good one",1.0,4.0,Michelle Craig
113,No Comments,1.0,2.0,Michelle Craig
114,"He tries to be as enthusiastic as he can but overall he comes off as condescending because of the way he talks down to students. Dumbs down his lectures to the point where it's demeaning, and on top of that he marks really tough for no good reason. I'd be wary--people like him for his charisma but that's the only thing he's got going.",1.0,5.0,Kevin Gildea
115,"Nice person, topical English professor. I did AP back in grade 12, same reading material Treats students like baby and spend much time on spoon feeding us writing advice & etc., lecture involves too many jokes and irrelevant info. Well-explained examples and analysis, but only when he does go thru the texts and not ranting about background info",2.0,4.0,Kevin Gildea
116,Extremely unhelpful,1.0,5.0,Kevin Gildea
117,he acts like he cares about you and your grades but he really does not. Says he's a lenient marker and gives partial makes but that's just a lie. he will never be satisfied with your answers and will easily fail you in portions,1.0,3.0,Ian MacAusland-Berg
118,"He was nice in class but the course was very poorly run. Labs were terrible, no one would help you and the TAs had no idea what was going on either. Tests were all written questions some intentionally made more difficult. He also wasn't at his own office hours so...",1.0,3.0,Kin Li
119,The most disorganized and chaotic class Ive ever taken in uni (especially the labs). Avoid at all costs. Better off choosing a different prof.,1.0,2.0,Kin Li
120,"Honestly a nice prof but a terribly run class. He tests you on the most random things and the majority of his test questions are trick questions that there is no way to study or prepare for. That being said you can do well in the class without really studying or even knowing much, just use common sense. The lab portion of this class was terrible.",1.0,2.0,Kin Li
121,"On exams, he expects you to know specific things that he has said maybe even in passing, and will test you on it. Many of the test answers are trick questions (he loves those) and potentially even something he hasn't covered in class. Slides are useless and so is the textbook. Would not recommend.",1.0,4.0,Kin Li
122,"His slides are vague, which is bad because on tests he asks stuff that you wouldn't be able to get from just reading the slides. Studied only the slides for the midterm, and got 65%. His lectures aren't too good either, he either does no examples at all for a concept, or he goes through on extremely long and drawn out example. Study your textbook.",1.0,3.0,Kin Li
123,"impossible to study for his exams, but good prof. You would get the same grade wether or not you study.",1.0,3.0,Kin Li
124,Do me a favour and don't take this prof,1.0,3.0,Kin Li
125,Hate this kind of proffs.  Doesn't teach anything specific. Answers on a test could be anything you want as long as you justify your answer.,1.0,4.0,Kin Li
126,"Here's the thing, he definitely is a nice guy and all but, his midterms were so vague, so many questions that can be answered with yes and no.   Labs required material that were not covered by the lecture, with you having to research everything on your own, wasting a lot of your own time.  Textbook was pretty useless as well",1.0,5.0,Kin Li
127,"I don't know whether its him or me, but this course is the most useless one out of everything I've taken so far. Also, he gives lots of useless information during the lectures. And he doesn't know how to answer questions or he just doesn't want to.",1.0,1.0,Kin Li
128,Worst prof. He makes no contribution to student's understanding whatsoever.,1.0,3.0,Kin Li
129,"I didn't find lectures useful. Material is not that hard but he doesn't explain it well, so I have to read textbook mostly.",1.0,4.0,Kin Li
130,"Material is too general. No specific examples.  Labs have nothing to do with lectures, it's like 2 separate courses. Lecture presentations are poorly structured....",1.0,3.0,Kin Li
131,"Lectures are not organized. He starts from the end of chapter and finishes with beginning of it. Most of the time lectures are not helpful. Often when asked questions, he answers evasively and obscurely, so have to figure out things myself. Never gives specific examples which makes it super difficult to understand the concept.",1.0,3.0,Kin Li
132,Lectures are useless,1.0,3.0,Kin Li
133,"USELESS NOTES & BORING  IF YOU DONT GO TO THE CLASS, IT MAKES NO DIFFERENCE",1.0,5.0,Kin Li
134,Prof. Gouglas is definitely a tough grader. I average about an 85-90% on essays usually and received a 78% on the essay style midterm for this course. The course is very content heavy and they expect students to know the content down to the last word and if it isn't cited correctly you're in for it. Participation requirements are excessive.,2.0,4.0,Sean Gouglas
135,Took this class because I thought having an online course would reduce my coursework and stress yet this is the complete opposite. Videos are super dry and convoluted and require readings are long and difficult. Overall annoying course.,2.0,3.0,Sean Gouglas
136,"Boring material and prof not available for questions, many of games mentioned are obscure and not useful examples",2.0,1.0,Sean Gouglas
137,"Don't take this class just because it's online. It may kill your GPA, so not worth it. People say this class is easy, but it turned out the worst course I had taken at university.",1.0,5.0,Sean Gouglas
138,"Sean doesnt respond to emails, and it's hard to get help for this online course since you cannot just go to his class. He is NO help. This is not an easy class. This is the worst class i've ever taken in my life. It is so boring and the lectures are so long. The readings are brutal unless you like history on games.. please dont take this class",1.5,4.0,Sean Gouglas
139,"very difficult to understand lectures, very confusing. If you like lame jokes and big $50 words he's for you.",1.0,3.0,Sean Gouglas
140,"Evil woman, spiteful, disorganized. This classroom czar-ess spent most of her time berating the younger students from her 100 level classes and constantly disgressed from an actual lesson by talking about her travels. For a teaching class, the only thing I learned is that you surely don't do it like she does. Avoid her like the plague.",1.0,5.0,Ann Johns
141,She's nice but its a pointless class with lots of busy work.,2.0,4.0,Ann Johns
142,"I'm sure Kojo is an amazing entrepreneur, but he's not made to be a teacher. He talks really quietly, no one (even the students in the first row) could even hear what he had to say. The group project (invent an entrepreneurial venture) was interesting, but he expected too much from students.",2.0,4.0,Kojo Saffu
143,"Oh my god !!!! dont even get me started. He is taking up a graduate class and has no respect for the students. Does not answer questions... does not listen to anything students say... easily offended for no reason... gets defensive,,, does not respect others point... its his way or the highway... if you get him, RUN!! and don't look back.",1.0,5.0,Kojo Saffu
144,Horrible professor. Very disrespectful with students and gives tons of work as if were doing majors in his subject,1.0,4.0,Kojo Saffu
145,One of the worst profs ever. gets offended easily and doesnt even answer youre questions.,2.0,4.0,Kojo Saffu
146,MEHHHHH!!! Get the test bank from the publisher and easy A. The SLC project was a pain and you always have the 2 people in 5 who slack off at the end. Keep presentation in time limit because he deducts 2 points per minute over. You are students so the SLC partners aren't expecting expert advice,2.0,2.0,Kojo Saffu
147,"He has a thick accent, but when confronted he gets defensive and gets mad. He also doesn't like answering questions.",1.0,3.0,Kojo Saffu
148,"Most boring class, he makes you go to class for attendance & participation which is 15% of your mark. The class is so useless and his accent is so heavy that you can't understand a single word he says. Read the textbook because your mark depends on it. Brock needs a better entrepreneurship prof.",1.0,5.0,Kojo Saffu
149,Avoid him at all costs,1.0,4.0,Kojo Saffu
150,Didn't show up for our presentations...,1.0,3.0,Kojo Saffu
151,"I hated his class, half the time I could't understand what he was saying, and was so confused because he was all over the place. Beware that when it says ""quiz"" on the course outline it really means midterm, so actually put effort into studying. get a good group for the project its like the whole grade.",2.0,3.0,Kojo Saffu
152,"Most unclear prof ever, lectures are interesting but they have nothing to do with the course. make sure you read the text book and have a good group for the project",1.0,4.0,Kojo Saffu
153,Gives very broad descriptions of assignments but expects specific results.  His lectures have nothing to course content so read the textbook.,1.0,3.0,Kojo Saffu
154,Seems out of touch with reality - John Walker would understand!,1.5,3.0,Kojo Saffu
