sentiment,text,quality,difficulty,prof_name
,"BEST PSYCH PROF AT PACE- knows his stuff, fair grader. wants you to get an A. goes out of his way to make sure you understand the material.",5.0,2.0,William Quinlan
,"The class is more of an art criticism class. Most class periods were not painting. We listened to her slideshows for many class periods, and when it was time to paint she wouldn't let you start painting unless she liked the idea herself. Made me feel bad about myself as a painter. Pushes her agenda on you. Take if you like abstract art.",2.0,3.0,Linda Besemer
,"Lectures are 3 hours long, yes he is a bit boring and some topics are hard to sit through depending on your interest but it is very easy to do well in his course. He provides study guides that are 6-9 pages but if you go over it the exam will be easy since he pulls questions from the study guide. He also gives xtra credit 6% added to final grade.",4.0,2.0,David Coleman
,Tom is the best professor and teacher during my 2 years in DUKE.,5.0,1.0,Tom Witelski
,"I took her for ENC1101 and then recently again for ENC1102. She's honestly one of the best professors at Broward College. She's awesome, caring and funny! She's clear on what she expects and she makes the class fun and interesting. I would recommend her to anyone!",5.0,1.0,Susan Zabowski
,"I had him as a discussion class for calc 1 and my god he seems so irritated to teach. As if it's not his job to??? Also, he graded my work with really rude comments. I attended his discussion once and I asked a question and he seemed super annoyed that I did. Never joined the class again.",1.0,5.0,Nicholas Eisenberg
,"pat mckee=GREAT TEACHER for class strings. your grade is UP TO YOU. the entire class is practicing for the little tests. he has a list of things you will need to play, and when you do, he marks it off and to get an A, you do all of them. at the end of the term, all checked=A, missing a couple=B, missing a lot=C, missing most=D, didn't try=F easy.",5.0,2.0,Pat McKee
,"She's super sweet, and even gives the class a few laughs each lecture. Lectures are long, take a LOT of notes. Tests are the majority of your grade and can be extremely hard, especially if you do not study days before. Overall, she is great at teaching.",4.0,4.0,Virginia Dudley
,"In this class expect yourself to be involved in both speaking with others and presenting with smart and savvy attitudes towards the topics you choose! The course can be a breeze as long as you are active and have participatory outlook! This professor is caring and respectful of your time, so be respectful of his!",5.0,3.0,Christopher Forsythe
,"this teacher is so special, but so good at the same time!!! i really love that teacher",5.0,2.0,Claude Decoste
,"Dr. Ayadi is a really nice professor. She tries to make the material understandable for everyone and always available for questions. If you participate and do the work, you'll be fine in her class.",5.0,3.0,Femi Ayadi
,Thought this class would be sooo easy but then there was a professor change up. Richard really cares about what he's talking about but this class was not easy by any means. The material was confusing for non physical scientists but you don't have to go to class though. I had to P/NP but didn't have to do much work.,4.0,3.0,Richard Allen
,This is the one class that literally helps me relax. I thought I'd hate it since it has nothing to do with my major but he completely changed my view. His lectures are simple but keeps your attention and his tests are easy as long as you pay attention. I loved everything about this class. The professor is always ready to help and he's very sweet.,5.0,2.0,Matthew Green
,"The course material was not the greatest, and he did say he was going to revamp it, still pretty boring. His comments on papers were really helpful, though. Def not the easiest grader, but he was pretty fair.",4.0,3.0,Steve Pokornowski
,"Dr. Bachmann's online geography class was reall y easy going and welcoming this semester. Her assignments were super easy. All it is discussion boards, current event postings, and weekly quizzes to the chapters you read from the text. (But most of the answers can be found online. :) She's also really nice and knows her geography.",4.0,1.0,Monika Bachmann
,Great professor! He is super funny and gets to the point with his lectures. He normally ends class early and gives everyone time during class to work on their group projects.,5.0,2.0,Michael Betzag
,Best professor ever,5.0,3.0,David Hensley
,WGSS 100 with Shaw has been one of my favorite classes to date at Allegheny (I'm a science major). Seriously take it! Life changing. All the readings for the class were interesting and the class discussions were insightful. Even though it's an intro class you do have to put in the time and effort to get a good grade.,4.0,4.0,Barbara Shaw
,"make sure that you do the worksheets before coming to class; reading the chapters in the book helps a lot. The final is cumulative so make sure you study everything in order to commit it to memory. He rants during class, youll just have to tough it out. Not an impossible class to pass; I have a 98% as of right now. Study & Do the worksheets.",3.0,4.0,James Woodard
,Sit back and be ready for open note tests. You'll be aware of what you need to know so its all about applying it. Easy grader,5.0,1.0,Kurt Rolle
,"She is nice, approachable and teaches very well. I would recommend her for chem 111. She gives a lot of extra credits and if you go to class and take note form the lecture then you should be OK during exams.",5.0,3.0,Samantha Katner
,"He's a super nice teacher. He has a comprehensive knowledge of what he is teaching and if you ever need help, he will try to explain abstract concepts in different ways. As long as you go to class and pay attention, you will pass. No real required homework aside from short readings.",4.0,3.0,Brian Osoba
,Just take notes during the lecture. Easiest gen ed for Fine Arts.,5.0,2.0,Thomas Faux
,Katselis was one my favorite professors too. Very knowledgeable and patient. He is a sharp professor with great passion for the course. I would definitely take any course he would give.,5.0,4.0,Dimitrios Katselis
,"Surprisingly difficult, and Prof Khalsa isn't very understanding.  Pay attention to the syllabus - we weren't allowed to miss a SINGLE class, and that gets tough after a while.  I was so excited to take this, but have ended up hating it.  Unless you're REALLY serious, I'd stay away.",2.0,4.0,Keval Khaur Khalsa
,No Comments,5.0,3.0,Yvette Flores-Ortiz
,"He is NOT a hard professor. Every test comes directly from the notes. If you look over your notes at least once, you are going to get an A. He also is more than willing to repeat himself or further explain a slide if it is unclear to you. I highly recommend him.",4.5,2.0,Jared Wells
,"Well I did learn a lot and enjoyed most of the readings. We had three papers and an optional final. All of class is just one big lecture with a small group of students that always participate. One time he was heading towards a biological determinism argument (crazy I know), and I think that was the highlight of my experience as a sociology major ha",4.5,3.0,Dan Clawson
,"Thad is a really nice guy. Phys is hard, but he does his best to teach it. Lab is really easy and so are the tests. Recording the lectures helps,  but the tests are harder. He takes a long time to get grades back. Best phys teacher there is at Butte.",3.0,4.0,Thad Winzenz
,Dr. Bland is a great teacher. I took her class last  semester and she helped me a lot. She is  one of the best teachers that I ever had. If you are planning to take English 102 or ENG 203 I suggest you take her class. Her class is not hard. Ask questions about anything that you don't understand about her lectures or MWA's and she will help you.,5.0,1.0,Marian Bland
,"500 word essay and group Skype once a week, as long as you try you will get an A. He will never respond to an email though. Just watch the weekly videos and read the papers, most are pretty interesting.",4.0,1.0,Victor Ranft
,No other professor has devoted so much time to drafting and helping us with our work in progress.,5.0,2.0,Michael Parker
,He is seriously the best teacher I have ever taken. His in class lectures are so clear and right out of the book which makes it easier for the students to understand what he is talking about. He is very helpful either it's in class or outside. He will meet up with you for any kind of help you need. His tests are multiple choice and you get to use a 3x5 index card. If you need to take a math 81 class TAKE HIM. You won't regret it.,5.0,1.0,George Morrow
,"The take-home quizes were based on the book, but attendance was still graded.  A sign that an instructor doesn't know what they're doing.  I dropped the class because I  got sick of extrapolating conclusions that weren't in the book.   If you're not learning anything, then why are you even here?  Seriously, no joke, don't take a class from her.",1.0,2.0,Sarah Bowman
,"Mr. Odien is a very good professor with a distinct drive and passion for what he does. His well-presented lectures are important to your success in the class and his personality makes everything interesting. He is always available to help, even during tests. That being, if you're looking for an easy class or dislike geology, I wouldn't take him.",5.0,4.0,Bob Odien
,"A very funny professor who wants the best for his students. If you do not understand what he said in lectures, you could always go to his office hours, and his practice tests are almost exactly like the real ones.",5.0,3.0,Carlos Filipe
,"Tony is the BEST professor I have ever had. He is so understanding with everyones situation. If you have issues with speaking in front of class for participation points, he has alternative options. Ask for an extension for the next night? He will give you a week. He is so accessible and so amazing and I wish all professors could be like him.",5.0,3.0,Anthony Bardo
,"Professor Benitt spends more time discussing UFO's and Big Foot, than he does teaching Astronomy.  He is obsessed with neatness and completely irrational.  His teaching style is haphazard and confusing.  He is all over the board, which makes it hard to copy down notes. My notebook looked like a treasure with all of the arrows I had to draw.",1.0,5.0,Ted Benitt
,I  took this class and I didn't feel understand very well.,3.5,4.0,Lawrence Lawson
,"Currently in his PHY125 class. He has an unrealistic expectation for Non-Science majors. Talks to no end during class, not requiring feedback. A lot of his opinions infiltrate the lesson plan. PROCTORED Quizzes and Tests. The theme is that he simply can't teach. He is smart no denying but doesn't make for a good prof. Get ready to teach yourself.",1.0,4.0,Bernard Leikind
,I wanted to learn about foreign policy instead we learned about gender and social stuff. Is a bit snarky and elitist. Not always clear. Would avoid for foreign policy.,1.0,3.0,Benjamin Kenzer
,"Mrs. Holmes is an amazing teacher. Yes, she gives lots of homework, but its worth it because she is outgoing,funny,caring, and really nice. If you want a fun teacher that actually cares about you passing math Mrs. Holmes is the one for you!",5.0,3.0,Kate Holmes
,"the easiest prof for the easiest class. He does abide the attendance policy so dont skip more than a few times or youll fail. Other than that, his lecture is cool so you do do other hw in the back of the room. He gives all answers to the midterm and final so easy 100s. only 2 concert reports which are easy 100 also",2.0,1.0,Jantsen Touchstone
,Plus gros pervers de l'UQAM. Cest une manipulateur pervers jai etait ecoeurer de ce prof qui vient de la campagne. Faut vraiment que LUQAM refasse ses criteres de selection.,2.0,2.0,Claude Decoste
,"Fred Shira is a great guy and repeatedly encourages his students, however the class is far too easy for a college level class. All we do is write papers and more than half of them aren't graded. He is a very interesting guy and fun to talk to. He has a lot of stories to share with his classes from his life and he is happy to share his experiences.",3.0,1.0,Fred Shira
,"She is such a terrible teacher. First test covered 12 chapters of material, class average in the 60's and she didn't curve. She doesn't really care if you're doing well or not. So lazy. Lab and HW bring up your grade if not no one would pass. Started to make lecture mandatory. Some test questions can be found verbatim from the online HW tho!!!!",2.0,5.0,A Bricker
,She was very helpful with homework and quizzes. Helps you work the problems you missed for 5 percentage points.,5.0,2.0,Jean Phillips
,"This was by far one of the best professor's I've ever had. Very dry and kind of weird, he really knows what hes talking about. I encourage you to be open minded with the discussions and you WILL get it and pass. Super easy tests off the notes (study guides supplied exactly off the notes). One or two pop quizzes and extra credit offered.",5.0,1.0,David Reynolds
,"She was the best professor I ever had! Very caring, gives lots of feedback and tests are very straightforward. If you have a chance to take her, Do it!!!",5.0,1.0,Bella Goldenberg
,Professor Gibbons was great for intro IR! Readings were long and dense but she made everything simple in lecture. Very interesting and handled the big class size well. Easy grader- the 2 exams and 2 papers were both straightforward. Helpful with papers in office hours. Very sweet and smart woman.,5.0,2.0,Rebecca Gibbons
,"Dr. Mason is the perfect example of what good teaching is. He is organized, intelligent, consistent, articulate, and very passionate. Not only that, he shows his students respect and extends himself to ensure that you know how to be successful in his class. For me, Dr. Mason has made the UW-Stout Sci Educ program a great experience.",5.0,3.0,Kevin Mason
,Heyborne rocks!!! One of my favorite teachers. He is always there to help with anything. Take anything you can from him! you won't regret it,5.0,3.0,William Heyborne
,"Professor Niu is a very nice teacher.  She cares students feelings.  She is very patient and friendly.  When you have any dont understand math questions you can ask her any time,  she will answer you.  For me, this class is very easy.  Homework, you can hand it in any time, but at less before the final.   May this information can help you.",5.0,2.0,Kun Niu
,"I took class with him .... the you really need to be regular in math classes especially with Martin.. His quizes and exams are really easy but his teaching method is terrible cus he only understands for himself.. pay more attention when he teaches row reduction, span,bases, eigen value etc...",2.5,1.0,Martin Argerami
,Excellent Prof. Loves his students. I think he cares more about how they live their lives then he does about grades. He makes you think and question your reality. He is a Marxist and a Feminist and is not shy about that in class.,5.0,1.0,LJ Russum
,Professor Tavss is the sweetest professor I've ever met. He knows his stuff and gives practice problems that will help you succeed at Chemistry.  He is very approachable and helpful. I highly recommend taking him because  he wants you to do well and you will do well with Tavss.,5.0,3.0,Ed Tavss
,Well I must say Dr. Purser is a wonderful professor. At times the work can seem overwhelming because the assignments due dates are close together. But he is willing to negotiate to make his students feel more comfortable. He is very knowledge toward the subjects he teaches and he is also very funny as well. ,5.0,3.0,Christopher Wayne Purser
,"For someone not interested in math, this class was very dull and seemed to be a lot harder than it would have to be. She seems pleasant enough but doesn't make any attempt to connect to most students. Not a great teacher; take someone else for 125 if you can.",2.0,3.0,Linda Barton
,Insane class. This professor did nothing for us. When we asked questions we were shut down with rude responses that were smart ass like. It was just not a good course at all. We worked so hard to receive such petty grades. She obviously had favorites. I mean give me a break. We literally are having class over a screen. -GIB,1.0,5.0,Rory Moore
,"This is not a regular history class. You will be acting like people from history so you must be prepared. Cool teacher, the class is unpredictable.",2.5,5.0,Kelly McFall
,"she is giving us a test on thursday and a final on tuesday. pshh. what the crap is that. ha, i guyess it doesn't matter but i will cry anyways.",1.0,3.0,Linda Bowlin
,"Dr. Williams provides many opportunities for extra credit which is really cool. His lectures are a real drag though, and I mean a real drag. Overall, if you go to the test reviews and do the study guide, you should make an A in the class. But, attendance is mandatory, which isn't fun because the lectures are a little boring.",3.0,1.0,Brian Williams
,"gives quite a few lectures and gives a lot of handouts but is clear and concise- lectures are easy to follow. Tests based on lectures. Extremely helpful and understanding. Best professor I've ever had. I have taken him twice so far. NEVER any homework and usually lets you out of class early. Got an A- last semester in PSY112, hoping for an A again.",5.0,2.0,William Quinlan
,None of the upper level UB Math professors are going to hold your hand.  Dr. Sikora is a great guy and a decent professor.  Be sure to put effort in on the homework as it is a good part of your grade.  Tests are fair and you'll do well if you understand the homework,3.5,3.0,Adam Sikora
,He's a real gem. amazing lecture,5.0,2.0,Gabriel Lawson
,Dr. Lockett is very engaging and her lectures are never boring. She always relates what we are learning to real-life situations. She is very understanding and gives you the same respect that you give her. Put in the effort and you will pass the class. She posts on Blackboard exactly how she expects the homework so it is very easy to understand.,5.0,3.0,Carlette Lockett
,He is a very sweet teacher. He very quiet and shy. Attendance isnt mandatory for lecture or recitation. Make sure you go to lab though. Weekly hw but he opens them up at the end of the semster if you miss one. He also gives all his test online but the final is in class. I love him and would totally recommend,3.0,2.0,Daniel Casimir
,"It sucks that her classes are always so late at night. Tests and quizes are a pain in the neck (weird wording, asking you for the answer specifically from the book or lecture). Generally has a dog in class which made my semester with her bearable.",3.0,4.0,Jamie Shaw
,My boyfriend and I took her class and loved it. She was recommended by a lot of past students. If you study and come to class it's pretty chill. She stays after to help you with anything. Mrs. Garrisi is a cool prof.,5.0,1.0,Sensei Garrissi
,One of the best classes I've ever taken from the best prof I've ever seen.  He's amazing.  Too bad the rest of the course and program can't even come close to him,5.0,3.0,Zubin Austin
,"She is my favorite professor here at Allegheny. I respect her a lot, and I think she grades fairly. Her class is my favorite of the semester, and one of the few that I've ever had that I actually really look forward to attending.",5.0,3.0,Barbara Shaw
,He's a great prof and it might be intimidating to approach him but once you do he's more than willing to re-explain things and make sure you understand.,5.0,3.0,Fred Gaidies
,"Has an accent, but while it is easy to discern what words are coming out of his mouth, it is impossible to understand what he is talking about. He spends every lecture covering the board in equations and theorems that will never be used on any problems and does not explain what they do. After the first test the class becomes impossible do not take.",1.0,5.0,Volodymyr Nekrashevych
,"NOT GOOD. Avoid this professor if possible. Manages to make incredibly interesting material VERY dull. Very nice lady, not a good prof.",2.0,3.0,Leslie-Anne Keown
,This class was intresting and layed out really well.,5.0,4.0,Lisa Barnett
,For PHYS270: 1) You read 2-3 sections of a chapter from the book 2) You take a 'reading quiz' on the sections due every Monday and Wednesday an hour before class (basically just like the examples). 3) Homework through masteringphysics due every Wednesday at 11:00PM. This class is incredibly straightforward. You work every day and you barely pass.,3.0,4.0,Gary Howell
,"Dr. McDonald gives you everything you need to do well. He will meet you halfway. Put the work in and youll be fine. Be prepared to get called on though. Very scary in the beginning of the semester, but youll get used to it. Dont be embarrassed if you dont know the answer, he will guide you to the right answer or just skip to the next person",4.0,4.0,John McDonald
,"Professor Foster was great to have and I wish she taught French 102! There will be homework everyday, but it's definitely worth it. She had fun exercises and games that helped with learning the material through out the book, which you will definitely need! Attendance is also extremely necessary to be successful in this class!",3.5,2.0,Tarah Foster
,"She is a caring person, but communication on projects and assignments were not clearly stated. CIS 280 is more of a independent learning class than teacher led so get ready to do all the excels by yourself and only a few walkthrough tutorials with her. I do still recommend her for this course, but make sure to stay on top of classwork.",5.0,3.0,Alisha Woodman
,"I took Prof Ryan for a 7 AM 4 day Winter Physio class and it was a lot eaiser than I expected. The lectures were long, but informative, and everything he tested on was from his lectures and some from the free textbook's chapter review questions. He's a super chill guy and has an upbeat voice to keep you awake. Take him and do your work, youll pass!",5.0,3.0,Thomas Ryan
,"Dr. DuBois is an excellent professor who goes to great lengths for her students to understand. She is patient and understanding when it comes to questions or doubts. However, her exams are difficult as they cover most of what she explained in her lectures as well as additional meticulous details that the book clarifies.Pay attention and take notes!",4.5,4.0,Michelle Dubois
,Excellent proffessor. Very clear. Very interesting. Lots of energy. Id recommend for anybody.,4.5,1.0,Keith Shimko
,"I loved professor kim! Not only does he care about the subject matter, but it's always amazing to learn from a professor who is passionate about what he teaches. Very kind. Graded by 2 papers, 1 midterm, discussion + final. A lot of reading but not hard to understand. Ended the quarter appreciating my cultural roots + history than before :)",5.0,1.0,Richard Kim
,"Believes history to be your only class, expectations are sky high. Handles her review for her difficult test quite poorly. Wouldn't expect her to be here next semester.",1.0,5.0,Lisa Gill
,"Amazing professor. He really cares about his students. He makes sure everyone is prepared before a speech with clear directions and templates and before test with study guides. Show up to class & participate , you will pass.",5.0,3.0,Christopher Forsythe
,I had him last summer and found him to be a great professor. He clearly explains a lot of the concepts and gives handouts. ,5.0,4.0,Igor Zaitsev
,"I dislike this professor with all of my guts. I advise you not to take her. Not even as your last resort. She is tedious, unorganized, and boring. She will drown you in work but barely have enough time to grade them. When the semester ends it's your fault for a bad grade and not her poor teaching.",1.0,4.0,Janice Hartgrove-Freile
,"Very Helpful, Wants her students to pass .",4.0,2.0,Alicia Lozeron
,"If you ever get a chance to take a class with them, do it!",5.0,2.0,Miranda Olzman
,would only recommend this class if you really enjoy journalism and I mean really enjoy it. The professor is very demanding of how he wants things done and there is a ton of writing for this class,1.0,4.0,Gregory Stone
,"good teacher, she is pretty easy if you just do the work and do all your response papers. She lets you make up essays if you get a C or lower so that's cool. The objective finals are easy, only hard part is the final essay. good luck!",4.5,2.0,Pamela O'Klock-Stein
,You get what you put into the class knowledge wise. You can just show up for the midterm and final and get away with an A . But i would highly encourage you to go. Mensah is one of those professors that really should not be at Howard and took major pay cuts to be here. Though it does not come across all the time he is extremely knowledgeable.,5.0,1.0,Ben Fred-Mensah
,The professor teaches outdated material and is rather rude at times. I wouldn't recommend taking this class if you can avoid it.,2.0,4.0,Rick Brown
,"Bill is an awesome professor. Very very interesting and made OB very applicable to the workplace. If you do bad in his class, it's because you deserve it. Probably one of the smartest and most equitable professors I've ever had",5.0,3.0,Bill Hassey
,Ben was great for this course. Some people find R challenging - and he acknowledges that. He was always willing to help students in class and his office hours were very accessible. He makes it very clear what you need to do to do well on assignments. Follow those guidelines and youll be more than fine. Would take again!,5.0,2.0,Benjamin Kenzer
,He was nice in person but would roast me on my essays and never actually told me what I did wrong,2.0,4.0,Keith Brooks
,"Absolute gem of a professor, an old master of the natural world. Take one of his courses (Higher Plants, Lower Plants, or Ornithology) and you'll walk out feeling like you know everything on the subject. Field trips to all sorts of great places. Just MAKE SURE to study the practice questions and DO NOT walk in late.",5.0,4.0,Jon Sperling
,She lectures off of notes everyday and they are so boring.  She is willing to help outside of class but it is so hard to learn during.  Take another biblit prof.  ,1.5,5.0,Jenny Collins
,A lot of people take their dislike of chemistry out on the professor. Bushey's a great guy! His lectures are super clear! He's super receptive of questions and will never make you feel stupid. He's also kind of funny. Don't be afraid to take him.,5.0,3.0,Joseph Bushey
,"FA'09 GREAT person, Good teacher. She LOVES Biology! People state that she ""rambles"" but it is entertaining, really. I ADORE her and am actually quite P.O.'d she isn't teaching 113 of the series. Taking 112 now. Go to class, take notes and read the book. Ask questions if you have them. Multiple choice tests which are not easy so know your stuff.",4.5,3.0,Barb Wilson
,easy A just watch the lecture videos,2.0,1.0,Thomas Faux
,"This prof was okay. Her explanations of some of the material is very unclear and hard to follow. She also struggles with answering questions. She also gives little to no feedback on assignments,but luckily she is a very lenient grader. Overall this course wasn't horrible",3.0,2.0,Wei Xing
,She is an awesome teacher! Willing to help you when you dont understand! Always very well prepared for class and knows her stuff! She is great I would take her any day!,5.0,2.0,Simone Peters
,I took her 8am psych sport class. SOOO BORING. You have to go to class and do the clicker quizzes that she does just about all the time. Her exams are a bit tricky so you have to read the chapters and study her power points to do well. Not much work outside of the exams though.,3.0,3.0,Jo Zimmerman
,Good information. Great communicator. Wouldn't let us have a copy of the powerpoints that he whizzed through. I feel like I missed a lot of good info. Nice guy. Clear on what he wants. Fair grader. Took time with me to help me understand the material,3.0,2.0,James Meyers
,"MBA class, foundation. Lots of busy work for 3 days or a week, lots of reading, articles from Harvard Business, basically preps you for school, helps you identify your goals for your MBA, gets you ready for school. Awesome person to talk to, caring, provides feedback, and guides you in the right direction, knowledgable.",4.0,4.0,Nicole Vowles
,Dr. Holgado is the funnest biology teacher around. She also really cares about her students and loves to get them involved! Overall an awesome experience with an awesome lady!,4.5,3.0,Andrea Holgado
,"Her class was an easy ""A"" if you completed all your work. She gave out extra credit opportunities too. Worth taking her if you are looking for a GE class that's a stress reliever",4.0,2.0,Tabitha Hart
,"If you show up on the every class, read the textbook, and do the assignments, you will get A.",5.0,3.0,Peter Barden
,"Yes, it's possible to get an A but you'll definitely have to work for it. The content is pretty interesting, but you have tog get super organized in this class. You'll have multiple things due every week and a ton lectures to go over. If possible, I'd avoid this class as an 8 week course. You'll definitely always have somethingto do in this class. ",5.0,3.0,Leslie Looney
,Lectures are really dry but you're forced to sit through them bc of the daily quiz. And there's no room for partial credit on the quizzes or tests so it's an all or nothing situation. Expect to put in a lot of hours if you're not good at probability concepts. Don't skimp on the hws and actually learn from them since they're super helpful for tests.,2.0,4.0,Adam Sikora
,"Professor Allen is funny and is super fascinated by earthquakes. There are course captures that allow you to not go to his lectures. Really recommend re-watching his lectures before taking exams. Midterms and Finals are fair, GSIs are really helpful too.",5.0,2.0,Richard Allen
,Hes awesome! There is no way you could fail his class! Easy A!,5.0,3.0,Lewis Smith
,"*online class* This class shouldn't be taken online. Her notes were hard to understand, any feedback from her is non-existent. Self-taught class.",1.0,4.0,Cathy Chambers
,"One of the most amazing human beings you will encounter. Teaching: very patient, knowledgeable, and enthusiastic. Personal: extremely caring and understanding. Don't abuse her kindness and motherly figure, she will snatch your head off. Hence the negative feedback. Easy A if do HW and revise 2-3 hours a week. You'll have nothing to complain about.",5.0,3.0,Patrizia Miller
,Supper nice professor. All exams are either take home or open book. He's teaches by examples. He is an excellent professor.,5.0,1.0,J Raul Peruyera
,"Professor is outstanding!!! Totally take him!!! Attendance mandatory, but you don`t want to miss a class anyway because we learned something new every class session. Very engaging, interesting, funny, smart, do your homework, ask questions if you don't understand something. He is awesome!!!",5.0,2.0,John Diamontopolous
,Best teacher I've ever had for such a hard class :),5.0,4.0,Mike Melnichuk
,Ms. Bekka Trapp Is my English 101 professor at MCCC and I do enjoy going to hear classes even though I feel like I am not a good paper writer she is gives us a chance to revise a bad paper to get a better grade. Her class load feels like a lot less than when I took English 101 and withdrew from it.,5.0,3.0,Bekka Trapp
,Great guy who is passionate about music. It shows through his teaching. Funny and adorable too,5.0,3.0,Ishmail Mehmeti
,"One of the best teachers I have ever had. I am going to sign up for more of his classes, regardless of what they are.",4.5,2.0,Gary Schnittjer
,Never seemed to respond to my emails so that was tough when an assignment was confusing. Overall the class was pretty easy but it is definitely a lot of tedious work. Same thing every week.,2.0,2.0,Terri Fields
,Best teacher ever!!,5.0,1.0,Jackie Sheppard
,"Sullivan is a great professor to learn from. He has had first hand experience in the field, and can provide great insight on his lectures. ",4.0,3.0,Norman Sullivan
,She is an awesome teacher and really keeps class interesting!,5.0,3.0,Darolyn Jones
,"An awesome professor. He tells stories and really just tries to talk to the class. It's an easy class where all you have to do is do your homework in order to pass. He doesn't assign very much homework at all. He's a super fun guy, I hope to take him again for a CS course.",5.0,1.0,Justin Selgrad
,I really enjoyed GEOL 100.  His exams are directly from his power points so if you take good notes you'll be fine! He gives three exams and lets you work in a group for the second half of class on them. There's a mandatory all-day field trip so expect to devote one of your Saturdays to that. I would highly recommend Dr. Boden!,4.0,3.0,David Boden
