text,label
"She is the best Accounting teacher ever! I took her for accounting 1 & 2. I received A's in both courses. If you do the study plan she will give you up to 10 point to your total grade (up to 5 points each half of the class). Attend class she explains thing well, practice exams Are the same as the mid term and final just different number. #easyA",1
"she seems a little spaced out sometimes, or shes very forgetful about things.  shes a nice person but that wont help you learn anything!",0
Pretty good prof.,1
"Dr. Osborne is a great teacher. The class has A LOT of reading, but other than that it is mainly just open discussion. It's honestly like a book club with an occasional test. He gives a few extra credit opportunities, but the rest of your grade depends on only three tests and one paper. Very interesting viewpoints on a lot of issues and a cool guy.",1
"She is a great teacher, her class is very interesting and there is a lot of customization to what you want. Asks and cares what you have to say. Lots of group work which is nice and she is very understanding",1
"inaccessible, disorganized, avoid at all cost. you will not learn anything from her class anything.",0
"Nice guy, makes every discussion really fun and interesting.",1
"The GOOD: 
 - He uses a points system for grading, and gives you points for attendance.
 - Some of his quizzes are group quizzes, which are easier to pass.
 - Gives out a lot of extra credit work
 The BAD:
 - very unorganized
 - A lot of essay assignments
 - Made our class purchase access to an online program called MyCompLab which we used ONLY ONC",0
"Professor Mancinis syllabus is clear and she follows it to the tea. Assignments, small projects & quizzes are super easy, fun at times to do as well. Communication is key, make sure to communicate if issues arise, she truly wants all of her students to succeed.",1
"Dr. Goodyear was definitely a challenging professor. If you differ from his view he will try to belittle you in front of the class. When his beliefs do not align with scripture he does not engage in meaningful conversation but instead shuts you down. In addition, two tests dictate 50% of your overall grade and 11 essays decide the other 50%.",0
"Disagree with 162015. My experience was he gave daily feedback in class discussions. He often would answer questions there so everyone would hear the answer not just the person who asked the question. You don't really need to do the reading but participating in the discussion is a must. If you skipped that, you'd be lost. There are no tests. ",1
"Such a nice guy. Doesn't pressure you or get under your skin about anything, just reminds you a couple times about things only for the best. Straight-forward with instructions and always willing to help.",1
"Dr. Walling is a genius! I, honestly, do not know how CCP has been so lucky to keep him all these years. His knowledge on the world, through archeology and anthropology is astonishing! Every class I would go in like a sponge, ready to absorb everything he says! The man his so much to tell! Remarkable professor!",1
He gives way too much work for a introductory English course at a COMMUNITY COLLEGE. Don't take this professor unless you want unnecessary work that won't ever benefit you in your career and overall life.,1
"I had Herring for Math 15 and she was pretty good. She assigned a lot of hw, which really helped with lectures and doing workbook problems. She lectures a lot, but always made sure to make it fun. Practice tests are very similar to the real tests. Nice professor.",1
"I had dawn for GH 125 and thought she was amazing, a lot of our class loved her. It's not hard at all if you show up and do the work. Im amazed with everyone posting how horrible she is. Yes she allowed for a lot of stories from others which drove me nuts but she is very straightforward. Again-PUT THE EFFORT IN and you'll do fine!",1
"Dr. Ayers is one of the best professors UAB has.  Great sense of humor, and has loads of practical experience.  He's likes fast cars, and anything BBQ or beer.  Oh and he's really great at breaking down how marketing works.  Fantastic class!",1
"Well rounded and great professor. Hard marker, but fair. Very informative and has a wonderful sense of humor mixed into her lectures. She is clear and to the point, and always willing to provide extra feedback when asked as well as good feedback on assignments. Very approachable.",1
"Professor Blake is a great Spanish professor! Turn in your work on time. Bring your textbook because that is where the notes are and we do activities from it. There is a test for every chapter, two quizzes, and an oral presentation.",1
"LOVED Prof. Juarez. He makes his grading criteria and assignment instructions clear. His lectures are great. You don't meet up, lectures are uploaded for you to watch at your convenience, but he quizzes you on the lectures for attendance credit. 2 Essays on topics of your choice pertaining to the material in class. Finals are easy. Replies quickly.",1
"Dr. Fein is a knowledgeable professor who really wants his students to learn. However, he has very high expectations, and he can be too demanding sometimes.",1
"I would stay away from her by all means. She is intelligent but is a terrible professor. Be ready to read between 100-200 pages each week with her. She has made her political views well known. While she has asked subjective questions she is not open to opposing views, she will tell you what to think.",0
"Very good Calc 1 teacher.  You truly have to earn the A, but you learn so much in the process.  If you are a hardworking student, take this class because she is very rewarding to someone like yourself.   I would definitely take her again. ",1
"I would definitely take other classes with her and strongly recommend this class/subject! She is very helpful, understanding, and challenges you!",1
"he's hard-core knowledgeable but forgiving grade-wise; and no class attendance policy, which is nice",1
He is a good person but doesn't teach well. He never clearly explains things and our book was horrible. I've had to teach myself everything and go into tests having no clue what will be on them. He randomly jumps between books and nothing really came together.,1
"I would recommend taking somebody else if possible.  She has a split personality.  One day she will be cool and other days she goes into full-blown psycho mode.  I am not kidding.    She doesn't allow students to use laptops or cellphones to take notes or look up stuff to help out.  If you take her, good luck.  You are entering a nightmare.",0
Prof. Carter does a great job of using humor to make everyone relaxed and comfortable. By the end of the semester the entire class had improved as speakers and Prof. Carter is the reason why.,1
Fabulous instructor! She was so understanding and even prayed for her students daily. Very encouraging and unbelievably accessible outside of class. She knew the information and was excited to share it with students.,1
"VERY RUDE, Does not speak clear (very heavy Russian accent). She always follows her OLD EDITION book. Book is EXPENSIVE!!!",0
Amazing professor! Very nice. Don't expect to be spoon-fed the content  his lectures appear unorganized but in the long term they make so much sense  you just have to use some of that big noggin to put it together,1
Great class that gave me a better sense of self and provided more clarity in my life on what is important. What I have learned in this class I will use for the rest of my life.,1
"This class was easy for me as I had prior experience in the engineering field going into this program. A couple of group projects and some pretty hard homework and tests. If you are weak in math or engineering is not for you, don't expect to pass. I put in about 10 hours per week. Creativity and precision is key in this course.",1
"I am confident in my belief that those who wrote negative reviews for Mrs. Liu did not apply themselves or pay attention in her class and then blamed her for their bad grades. Calculus is tough sometimes, but Mrs. Liu only tests you on the concepts that you should be an expert on, as long as you go to class.",1
"As others have said, Justin is excellent at delivering complex material, like Hegel. The format of the class is always student-based, so it's essential to do the readings and come in with questions to make the most of it all. Meeting with him outside of class is always very helpful as well. VERY understanding and helpful. VERY.",1
"She depended a lot on power points, which at times made the lecture feel like it dragged on--fortunately even she admitted to this and attempted to stray away from them from time to time. Overall if you find the material interesting, there's no reason not to take her.",1
"McConkey is a great man, with a fun sense of humor.  He's extremely helpful and willing to work with you.  His tests weren't too bad, even if you never open the book.  The exams are multiple choice and essay questions are optional.",1
"Pre Calc is the second most dropped class on campus. Here's why, You do not get any of your tests back so you can't learn from your mistakes, you don't get taught concepts, you only go over a few hw problems in class that have very little to do with the hw. Mrs. Ryburn is a very nice lady but the way the class is taught is not well results> fail",1
Don't take class with her. She was the worst professor that I had at foothill college.,0
"For an online class , you have to understand that learning the material is entirely up to the student and how much time is committed to the class! With that being said, Stevens does EVERYTHING she needs to do for a student to pass! She has weekly discussion forums, weekly quizzes , she puts up many helpful videos. YOU MUST COMMIT LOTS OF HOURS !!",1
"The worst professor ever in NC state. He doesn't teach, and he's not organized at all. Try to avoid him whatever costs you!!!!",0
Such an awesome guy and he knows his material very well.,1
"Great guy and great class, helpful and funny!  One of the only classes I actually got something out of",1
"Professor Lamkin is a tough teacher.  Pros: She gives a lot of extra credit, she goes over some questions for midterm, answers all questions Cons: She teaches as if she is just reviewing which makes it hard to learn, test do not really correlate with her notes. Overall, she makes it easy to pass with a C, as you only need 700 out of 1220 points.",1
"Professor Elliot is really great to have in class. She sets very clear expectations. If you do the work, it's likely that you'll do well.",1
Very lecture intense class and do not leave once you've shown up - a girl did once and he stopped class to rant about students leaving. Somewhat hard to know what might go onto a test as he talks about so much during his lectures.,1
"Mrs. Johnson did voice her opinion, but she has said from the beginning you dont have to agree with her and was always opened to hear other students views. I wouldnt take this class if you get easily offended, but in my opinion it was a great class, easy assignments, and she was a sweet lady.",1
"She is very nice and helpful. Once you follow her instructions, you will get a good mark on your paper. She explains her instructions very well, so don't worry.",1
"SUPER EASY class! Test are just like the study guide. He's so nice and funny. Lectures are boring, but I would still go because of extra credit. He really loves Texas History, and it shows. He's a very passionate teacher. Very smart and intelligent man. Wish I could take him for all my classes! Love Professor Galan!",1
If some of these people who rated Dr. A low would show up to class consistently they would not have problems.  Her class presentations and lectures are spot on and well thought out.  Show up and you will pass. ,1
"Wonderful professor! I had him for ceramics, and I loved this class. He gives really helpful feedback and really cares about the outcome of our pieces. If you put time and effort into his class, he will make sure that you are happy with your artwork.",1
"I wouldn't recommend her online EDU104 class to anyone. She doesn't respond to emails  in a timely manner, and when she replies it sounds like she thinks you're stupid. It also seems like she thinks this class is the only class you're taking and you have no other responsibilities. ",0
"I did not like his teaching style. He reads directly from slides, which he posts after class. His quizzes and tests are all multiple choice, and he offers extra credit. However, many of his questions are poorly worded and some confusing.",0
"Try not to take this class if possible. Her lectures are so irrelevant and she often isn't prepared. She canceled class 3x in 3 weeks & we were expected to learn everything on our own. I honestly don't know why I showed up to class. If you are a self teacher and don't want to show up to class, this might be for you. She's very nice but can't teach.",0
"She's awful!!!!! I had an online class with her. Slow response, & because she wouldn't response quickly to my email. I would do homework incorrectly & endedup getting a bad grade.  She's awful!",0
"Professor Freed is an eloquent speaker. Everything that comes out of her mouth is valuable and inspirational. I would highly recommend her for someone who is seeking a quality education. My only complaint about her was that her expectations were hard to gauge. Coupled with her tough grading style, this made for a sometimes disappointing experience.",1
"Ken is the man. All his classes are the same, there's no HW just 4 or 5 papers to do throughout the semester. He's an easy grader, just meet the criteria and have some minor knowledge behind what you're writing and you'll be good. Wish he taught more REC classes!",1
tough marker! but loves to help. get ready to read and buy all the text books,1
"she is ver helpful, very nice and made the course easier than what I thought. I took the class on saturday morning..... It was not that bad..... I recommend her if you are afraid of speech classes.",1
"I thought she did a good job.  The class was tough, no doubt. But I'm using this stuff with my work and it's making a whole lotta sense now that I had her class.",1
"Honestly, the fact that he taught w/ Shinkle made him look better. But make no mistake, his modules were extremely difficult. The fact that he doesn't post his slides makes it hard to take notes. I got the sense that he & Shinkle were kinda just making it up as they went along. Generally it's an awful experience, but at least he has jokes I guess?",1
"Prof Seymour is absolutely hilarious. Participation is key in this class & he creates an atmosphere which allows students to engage with each other about what we've learned. His lectures however, are not always clear & do not provide enough info to prepare for exams, googled info not allowed. He's wonderful, but his professionalism needs work.",1
"Doctor Evans is very smart but not as smart as he thinks, and he is very strong. He picks up heavy objects in class. If your looking to celebrate a birthday ask him to sing for you because he can really sing, but not A plus quality more like A minus singing.",1
"Mi-Sook is by far the best professor I have ever had. It takes a while to get used to her strict grading, but she will go above and beyond to help you when you ask. She cares about students on a personal level and truly wants each person to do their best. Her high expectations are a reflection of her interest in student's learning.",1
"So awful. Worst professor you will have at UCONN. Her class should be for philosophy majors only, and philosophy IV or something. She grades everything so tough and if you complain to her via email she basically doesnt do anything to fix it. Take this class and youll want to die! If you have this class in your cart delete it before it is too late",0
"I had to drop this class. I don't know Spanish, so it was even harder. The tests were impossible (completely in Spanish, even the instructions). Even people who do know Spanish failed his tests. He doesn't give any extra credit, even if you beg. *DO NOT TAKE*",0
"Took him Spring 2020 (pre/during Covid). Very hard to rate him as he was a great lecturer but would go off the rails about things like going to the bathroom during class, or one time where he got mad at a student for trying to leave for a family emergency during class. Seemed very understanding during the transition.",1
"I had to take this specific class twice, and I think if I had her the first time I would have finished on time. She was very nice and explained everything in a  way that everyone could understand especially because she didn't like math either. She gave the class her math cell phone number to answer any questions we might have outside of class",1
"Worst class I have ever taken. I wrote a paper that followed ALL the guidelines, but it was failed because my ""views"" were different than what he wanted. Also, the final is four exam essays, 350 words each and 2 hours to do all of it. Mess up? Automatic 0%. Never take this class. Worst teacher I have ever worked with. Save yourself the time.",0
"I've found a technique to deal with prof like these: JUST REMEMBER YOU ARE AT A STATE COLLEGE. Enough said? You get what you pay for, even if cheap college isn't necessarily cheap. It's clear when a prof doesn't know the material they are teaching, but what isn't clear is why they expect you to know it. Input is Output so TEACH YOURSELF in upperdiv",0
"The best teacher I have had at western so far. She is nice, helpful and easy to talk to. You can be yourself in her class with out a problem. Hope she doesn't leave western:)The work is simple but its really good to learn and helpful for the next english class.",1
"She was so awesome! NO homework but class assignments and the group project is so freaking simple! I got an A and oh yeah, shes really nice and cool.",1
"This class was VERY easy and Prof. McNamara was entertaining. Not much as far as actual coursework. One very small paper on any business movie of your choice (mine was Wolf on Wall Street), one group project and one group assignment. There were a few tests but all the multiple choice questions were true which he'll tell you first day of class.   ",1
"This course was the best by far I've ever taken. I got great help from Dr Tone, and was deeply after each class. She is happy if you are a good speller, so for future students, use proper grammar!",1
"Okay, now THIS is Epic.",1
"I took professor Aguilar my spring semester for 1302 and I would not reccomend to take her. She gets distracted very easily and gives assignments that are six pages long, sometimes more. She does set the boundaries straight from the beggining of the course and she will not take late work.",0
I took this class over a summer and the information was presented very clearly. She posts the excel worksheets online so you can click and see the formulas and don't have to waste all of your time writing and can focus on what shes saying. You can also stop by her office for additional help and she doesn't hesitate to work with you. Great Prof!,1
"Correa is a great guy. Extremely helpful especially if you ask for it. Although his test are very difficult with no partial credit, however he is willing to give you a lot of hints and explanation throughout the test. Lots of material to cover without enough time to do so means crammed chapters and lessons. Great teacher, hard class.",1
"I have nothing but positive things to say about Professor Hohing. He is one of the few professors that actually care about his students and will help you in anyway to pass and succeed in his class. The assignments are all fairly graded and if they are completed, you should have no problem.  Had him for a winter online class and I really enjoyed it.",1
"This guy is great. He is kind and willing to help. His accent is pretty strong, but it's okay because it's funny when he says ""disks."" The class is really easy but it's also interesting. Lenient with lab work and homework is online.",1
"The most caring and approachable prof I've had. She can be biased at times and less knowledgeable about certain topics but the way she teaches her classes is very hands-on and enjoyable. Grading criteria for essays is sometimes unclear, but she's willing to help in office hours. An A is tricky (cutoff was 95). Highly recommend for pre-law students.",1
"Great professor. She is outstanding and very helpful. Unless your a freshman who isn't use to the real world and how college works and what professor expect of you then there is no downside to her. She is the ideal engineering professor who goes above and beyond to ensure her students understand via projects, tests, and hands on experience.",1
"The lectures are good, but the exams are ridiculously detail-oriented. The labs are bs, have no overlap with the course, and the TAs are very poorly organized. Half the class bombed a lab exam, if that says anything to you. Avoid her (and her class) if you're looking to maintain your GPA.",1
Very understanding!! Actually tries to help his students,1
"this is the worst class i have taken in my three years at hamilton; i advise you to avoid it like the plague unless you like unnecessary requirements and more work than you've ever gotten in your life.  while nice enough, werner expects everyone to have a significant background in world politics.",0
By far without a doubt the worse professor I've ever had. She changes her grading rubric weekly. I am convinced she comes up with her own rules of the English language and grades your papers based on that. Avoid her at all costs.,0
Great Teacher!!!!!!! however you will have to read outside of class.  The quizzes are not hard but they are also not the same. She does know what she is talking about. Her teaching just was not for me. I am more visual and hands on.,1
"It's true that she is a tough grader, but tough in a good way. She is clear about what she expects and gives you the tools to do well. The movies were actually interesting and I learned a lot about how to analyze them. She can be a little intimidating because she talks in French all the time and wants you to participate but my French got better.",1
"Dr. Vutha is a professor that genuinely cares about each and every one of his students, and wants everyone to succeed. His lectures are very easy to understand, and he is a very clever and witty person. I would absolutely recommend him for this class.",1
He's a really funny guy and a great teacher. The homework (only 4) is directly related to the tests (also only 4) so its easy to get a good grade. Plus he's the only one who teaches Econ at night so I appreciated that. Thanks Daley!,1
"Run in the opposite direction. He's Satan when he writes those exams from hell. His lectures are awesome, but those exams are hard!!!!",0
"she is so kind and helpful, her class is easy and no textbook to use. i love her, i will continue take her class ENG107. TKE HER CLASS!!!!!!",1
"Mrs. Bolt is very knowledgeable about her field of study, that being said i would have to say she doesn't enjoy to teach. She grades extremely hard for a class that is suppose to be simple and it doesn't help that she is unorganized. Mrs. Bolt expects the world of her students but doesn't put in effort into the class",0
One of the best teachers I have ever had.  He makes the material understandable and does not talk down to his students.  He could have easily been a prick and made the tests hard but seemed to be more concerned with the students actually learning the information.,1
"Amazing amazing. I took my first philosophy class, and first college class with him - life changing. His method will definitely get you to think - and make you realize you need to think. Tough grader, but man is it worth it. Everything you go through seems brilliant and flawless at first, then he tears it up - till you master that same art yourself",1
"One of the BEST Instructors I've ever had. She speaks definitely, absolutely and with much enthusiasm about her expertise! ",1
"He is very good at explaining everything  and answering questions during his lectures. He is willing to help during his office hours. He does assign a lot of hw, but I think that's why I actually learned something.",1
PEX 160 is Latin Nightclub Dance and was very entertaining. I have no rhythm whatsoever but still managed to learn a thing or two and receive a good grade. You learn classic styles of dance like chacha and salsa. Show up to class everyday and put in effort and you'll get a good grade.,1
"Easily one of the best ECE professors at Purdue. I dropped his class the first time because it was so tough for me but my second time around I was able to pass with flying colors and learned so much. He truly is a one of a kind professor and even if you think his class is hard, let him show you the way.",1
"Very clear & fair professor, no surprises. He does repeat a lot of ideas, but if you jot down notes of what he repeats you'll notice that its the answers to the short answer exams, you just have to expand on it using book/lecture material. Hes got a monotone voice, but his humor will definitely get you to enjoy most lectures with some laughs!",1
The professor was pretty tough but fair. He was quite nice and very knowledgeable in his field.,1
Excellent professor who layers carefully structured readings with informative and enriching in-class discussions.,1
Alot of busy work but extremely helpful when you have questions! Must study hard and always use to the study guide  for tests if you can!,1
He is the best math teacher I ever had. he goes through the questions with you and he grades paper well,1
"Very confusing about the projects, looks for specific she never mentionned.",0
"Avoid this guy..Worst teacher I have ever had the misfortune of taking a course from. Like the others have said, BE PREPARED TO TEACH YOURSELF! He hardly ever lectures and when he does they hard to follow and boring. He has the students do the homework prior to class and then has the students provide the answers. This guy is in it for the paycheck.",0
"Of all the horror stories I heard from everyone who took this class from other instructors, Sheila definitely went out of her way to make this class an interactive fun learning experience. Attendance is mandatory, exam questions are straight from lecture, and labs are time consuming but doable. Definitely take her, she makes this class worth it. ",1
"I took Chaloupka for Exercise Physiology LectureLab.  The lectures are necessary in order to pass the course.  Taking notes on the PowerPoint is really helpful because the lectures cover a lot of material.  He is willing to help with any questions, and will go over any topic that you do not understand. Great professo",1
"elizondo is by far THE BEST microbiology/anatomy instructor on campus. Do not be afraid to take her course based on what other students have said. YOU WILL LEARN THE MATERIAL. The class is tough, there is a lot of work, and studying is essential to passing. If your major is biology, your best bet is taking this course with her. don't slack off",1
"EASY A, but he did pick on me alot through out the semester. He seems unhappy in his marriage and belittles you when your proud of your happy marriage. Like I said, EASY A, and gives extra credit as well as extra redit for attendence. Also, no need for book..",1
Best professor!! Nothing bad to say about her,1
"Professor Tulin is great and understanding Professor. For this humanities class we had a good amount of reading but he would have discussions about the readings during class. The assignments of the class were discussion board posts, two tests that were ""essays"" and some group projects. Professor Tulin will listen to students if they are struggling.",1
Worst professor ever. He uses slides in his lecture that are dated 1999 and do not match up with his book which the homework and test questions come from.  He is arrogant and shoots down all questions asked.  Also keeps referring to taking Econ classes which I didn't and was not required.  He does not teach this as an Introduction to Finance.,0
"She was really caring and thoughtful about our well being. Make sure you devote some time to do the projects, and everything will go great in this class. The class may seem daunting based on the syllabus, but it is actually really easy. It may take time to give the necessary instructions on projects, though. Overall, she is a wonderful teacher.",1
"Very poor grader - She doesn't have a real rubric to go by. She takes off many points for miniscule things. There are four assignments in the whole class with one discussion each week. You have 3-4 days to post, not the typical full week. She takes weeks to a month to answer emails and grade assignments. She is very unhelpful.",0
"One of two profs who do not zone me out! Post notes online please and class problem set solutions. Other than that, GREAT!",1
"Really enjoyed the content of the course, the readings, the movies, and the discussions were pretty engaging. However she doesnt give good expectations for assignments. If theres no clear instructions for the midterm/final make sure u ask her or it probably wont be up to her standard. Do the readings and answer the weekly assignments thoughtfully",1
Over complicates simple concepts. Takes months to post his lecture notes on the online platform. Unorganized.,0
"I had Xandy Gilmore for A&P 1 & 2 during the summer, I had no interest in science, but I needed this class to transfer. Xandy was by far one of my favorite instructors at Vernon she made A&P fun and interesting I would find myself eager to go back into her class. She also taught me new was to study and memorize things that were important.",1
Awesome professor and one of the  best experiences I have had so far at a Math class in UT. His lectures are really helpful and fun and most of the questions on the quizzes and tests are the ones that he has solved in class. Make sure to take notes as it helps a ton during tests and quizzes.,1
"Amazing professor, would highly recommend.",1
"This is not an easy class.  Having schellhorn as a teacher makes it even worse.  She is hard to understand, boring, and would rather go to prison than ever curve a test or your grade.",0
His class is very interesting. He is very knowledgable and passionate about what he teaches.,1
very good.,1
"Dr. Mueller bases all lecture off relying on students to read from a workbook in which instructions are unclear. The workbook itself is often criticized by Mueller for being inaccurate as well. Taking notes is only somewhat helpful, and lectures are often detached from the students' understanding and difficult to retain.",0
"Kanetis is one of the most lively, energetic teachers I've ever had. He made PHI111 (Critical Thinking) a BLAST to come to every day. Knows how to create a fun environment.   The material is very repetitive, but if you can move past that, the class is very open ended and fun, especially for debates and discussions about topical issues. ",1
"The content of this class is fine but his grading system is simply awful. It's far too easy to pass but far too difficult to get an A. With surprise test questions, sporadically dispersed (yet heavily weighted)  iclicker questions, and no extra credit I was the only one to actually achieve the score for an A (95) in nearly 250 students. Ridiculous.",0
"Took Fact or Fiction over the summer. I was hesitant to take J213 based on what I had heard about the workload! This was not bad. 4 small papers based on each unit (PR, Ad, Journalism, Doc) and a final project. The readings looked overwhelming, but they are short and really interesting. Overall it really fun class. Just be prepared for pop quizzes.",1
I had him for at least 5 or 6 classes and he really does know what he is talking about so listen....and if you have questions....he will answer them.  Wonderful professor....just listen and learn.,1
"The best nurse I have EVER met. NOT mean just HONEST!! AND a caring sweetheart! The first comment is TOTTALLY WRONG about her! She has the intelligence, experience, and dedication!! She may be at times serious in what she does because, HELLO NURSING IS SERIOUS! I have learned so much from her. YOU ARE THE BEST MS. S!! YOU WILL LEARN FROM HER!",1
"A very caring, intelligent, and worthwhile professor. Yes, he rambles. Yes, he talks about large ideas and his lectures get off track at times. But Professor Shine is an amazing professor. For Intro to Lit. Int. - his book selections were well-rounded and introduced me to many great writers. One of Buffalo State's best - and most respected.",1
"Had her for Spring semester. She's easy but not very clear, she's also very confusing says one thing then says another the next day. She loves doing free writes. That's all you do and hand them in for a letter grade. I disliked her way of teaching.",0
"Dr. Brown was interesting as a person and passionate about Ecology. However, he does not know why the class is required for biology majors going into health professions.  His exams are extremely tough and he refuses to curve the class as of now due to lack of students that show up. No help to the ones that show up every day. Fast talker, no notes.",1
Awsome experience.,1
Awesome Prof! He makes the class very interesting!! i really enjoy his class! He grades very generously!! He is awesome!,1
"While I didn't think perception was interesting, Dr. Kunz is a great professor. His tests are fair and he seems like an overall good guy. You can tell he is extremely intelligent, but he is still approachable. He doesn't take attendance (in case that's something you're concerned about).",1
"I recommend you know some basic math before enrolling. I was paired with another student that didn't know anything. As for the instructor, I learned a lot from his class. You need the book for homework, but I used google for the answers. There are group quizzes and a group book report.",1
"Very knowledgable, enthusiastic and current.  Obviously works hard preparing the lectures and demonstrates interest in her students work.",1
No Comments,1
What an ego! I aced this class but the structure was awful and he only seemed concerned with all the work he was going to have with the grading and editing the final product. Not really what the students could do.   He doesn't respond to emails. Rarely gives anybody besides other tenured professors the time of day. ,0
She usually answers emails immediately but is kinda rude with her responses. DONT GO TO CLASS! she just reads word for word from the exercises in the text book and attendance doesn't count. just make sure to do the work at home. Tests are very time pressured. She's very unforgiving when you run out of time. MAKE SURE TO DO THE PRACTICE EXAMS!!!,0
I love Dr. Cochrane. She's a great professor. She demands respect but she also returns it equally unlike many professors I've encountered.,1
stay away!! he is a really nice guy but he doesn't teach AT ALL. Unless you are in his group (there are 3) you get taught by the TA or LA's and they suck. He doesn't give a straight answer so you're basically teaching yourself or learning from the mistakes of other people which only makes everything more confusing.,0
At first it might be a little hard to understand her but as you go to more classes it is easier to understand. Very knowledgeable in what she is doing and very helpful if you ask. Takes her time on lectures so you will fully understand. Even if that means she will have to redo assignments ans syllabus schedule. Would definitively take her classes!!,1
"I never missed a class because I loved them so much. If you do miss a class, you miss a lot of info though. He is wonderful at carefully going over the readings. He grades unpredictably at times, but he allows rewrites. He's very smart and totally nuts. If you don't mind a little disorganization, you will have some laughs and learn a lot.",1
"Hersha's responses and commentary were well thought out, ubiquitous and always made me smile. ",1
"Although you learn some cool technology uses, the environment in the classroom was awful. He'll constantly go off topic on things unrelated to class making the class feel longer than it already is. He constantly yells, get frustrated and impatient to any student wanting to ask questions or clarification and overall an unpleasant person. STAY AWAY!",0
Great teacher. Very passionate about what she teaches. Makes sure that the students are involved with the discussion,1
"People complain that he's hard, but this class is so much easier than chem111L/110L.  Just do what he tells you with regards to your writing, and you'll be fine.  Ask him questions when you're confused.  He's definitely more relaxed in this lab, since he knows most of us, so get to know him; he's a nice guy.",1
"He is simply one of the best professors in this school if not the best. He hardly ever use the book. He talks a lot about the real world application of accounting. By paying close attention to his class,you'll easily understand account and there is no need for those extra readings after class. He is very straight-forward on final. TAKE HIS CLASS.",1
GREAT educator and most importantly good person. You will learn immensely. I recommend him for your divisionals.,1
Most boring teacher. He does  not know anything. He keeps teaching and students don't get anything.,0
Take CHE 118A with Schore if you can! He has a really generous curve. I did ok on the midterms and even worse on the final but I managed to get an A-.,1
"Micheal is a decent professor. His online class requires you to teach yourself, although he does provide a slideshow for each chapter. This class is all exams, but you get two attempts on all exams. No midterm, just a final. All exams are open from day 1 of the semester, but all of them have a deadline, you mostly get a week for each chapter exam.",1
"Dr. Solano is a great professor. Honestly, If you show up to class and follow along with him you should have a good idea on whats going on in the class, regardless of your intelligence. On top of that, the homework can be time-consuming, however if you sit down and do it, the exams are extremely similar to the homework. Highly recommend!",1
"Shes a really really good prof if you dont get an a in this class its either because you didnt study for the tests, or read the textbook! Btw make sure you read the research study because alot of those come on the test",1
"Dr. Jones is extremely knowledgeable in his field. I started off by reading the assigned books/text, but every lecture was a repeat of the material, so I stopped reading ahead of class and maintained high As on the in-class essays. Most classes have an aspect of talking to your small group, or as a class as a whole.",1
good,1
"Nice guy. In this class pay very close attention to his opinions, that will be how you are graded. He talks A LOT about his own education so it doesn't hurt to seem impressed. Overall, I'm glad this class is over.",1
The best teacher I have ever had!  So caring and helpful to all of her students.  Wish she taught more nursing classes because I would sign up for all of her classes!,1
One of my favorite classes if you have a hard time with history or find it boring this is the guy that will change your view on everything makes history really enjoyable and fun.,1
I love Dr. Grapenthin. She is such a sweetheart and will take the time to help you if you don't understand what is going on. Come to class and you will pass.,1
