,text,quality,difficulty,prof_name
30,"He is a good teacher and an entertaining lecturer, but he gives you a list of problems and does not assign graded home work. the only things that count towards your grade are tests and quizzes. You have to really put in the effort and take it upon yourself to practice the material.",4.0,4.0,Micheal Graham
31,He teaches in a way that is easy to understand and will answer any question you have. He always has exams and quizzes graded by the next class day. He has an exam about every two weeks but he lets you know every concept you need to for the exam the day before so you can prepare. He never has anything in the exam that he didn't focus on.,5.0,3.0,Micheal Graham
32,His class was thorough and very easy to follow he explained everything perfectly and answered all questions when asked. He does have random quizzes Which threw me off at first and he won't announce test so check the syllabus in advance also on the Note of quizzes he allows you to partner quiz almost the entire quarter.,4.0,3.0,Micheal Graham
33,"Compared to other math professors, Graham is pretty good. His lectures are pretty easy to follow, and he explains things better than most. He does not grade on a curve however, and will be pretty tough on grading. He does 4 exams, a final and 10 quizzes for credit. Quizzes can be done as a group. He also assigns homework, but it's optional.",4.0,4.0,Micheal Graham
34,"Graham is a really nice guy and you can tell he actually wants to be there. The class mainly consisted of quizzes, 4 big exams, and the Final. The quizzes, however, were more like in class assignments, because you can work together and even ask him for help. If you miss a quiz day, you receive a 0, but he dropped the 2 lowest quiz scores.",4.0,3.0,Micheal Graham
35,"Graham is Graham. He is a very good teacher and extremely thorough if you show up every day, which is awesome. He assigns homework, but you don't have to do it (I recommend you do) and he's a very rough grader on the test. He wants you to know the subject, but I also am not sure if he really cares if you don't.",4.0,5.0,Micheal Graham
36,"Dr. Graham is one of the best teachers I've had. He explains things in a clear fashion, often explaining in a "" how I would do it"" fashion. Never shoots down students ideas or questions, but explores them. Lots of pop quizzes, but you are able to opt out of them if you want. He does not assign homework either. I highly recommend that you take him.",5.0,3.0,Micheal Graham
37,His exams are really hard no matter how much you study you still fail. Dreaded going to his class. He is nice but hard.,1.0,5.0,Micheal Graham
38,He is a fast teacher and can be difficult to follow in class. He can make simple concepts more complicated than they seem. I had a tutor I met with three times a week and still got consistent Cs and Ds on tests. The quizzes are helpful but his class does not prepare you for his difficult exams.,2.0,4.0,Micheal Graham
39,"There are many negative comments about Professor Graham's class. However, after taking his class I disagree. He won't give you an easy A and makes you work for your grade but he has a really good handle on the material, explains clearly and thoroughly, and is more than willing to meet after class. I wish I could take him again for Calc 4.",4.0,4.0,Micheal Graham
40,She really teaches you to design and pushed your natural creativity. It is a shame many students try and take advantage of her supportive and kind nature. She doesn't let them get away with it thought! A gem to MU.,5.0,2.0,Jeri Robinson-Lawrence
41,"Jeri's a sweetheart, easily my favorite prof in the design department. She's very helpful with assignments and is pretty flexible and will adjust the class schedule as needed if multiple people are behind schedule. A really fun, positive learning experience... can't wait to have more classes with her.",5.0,2.0,Jeri Robinson-Lawrence
42,Jeri is an extremely fair grader and you dont need to be an artist in order to pass her class. She understands that everyone has different skill levels and as long as you try your hardest she will give you an A. Shes also extremely organized and accessible outside of class!,5.0,2.0,Jeri Robinson-Lawrence
43,"Jeri is awesome, I love her! She is so fast with grading, gives excellent feedback to your ideas before you start your project. She really cares about her students and is very interested in her student's lives. I highly recommend taking her classes, she does not disappoint!!!",5.0,2.0,Jeri Robinson-Lawrence
44,"Jeri is amazing! She made me feel at home as a transfer student and helped me find a direction I wanted to take my art! I wish I had more classes with her, because she is one of the only one in the art department who will actually sit down with you and help you through things. Super fun lady as well! She has a sheep farm and a puppy she loves.",5.0,1.0,Jeri Robinson-Lawrence
45,Very nice as a non major it was a relief to not feel like the art I was putting out had to be as good as the rest of the class because she understood it isn't the same,5.0,2.0,Jeri Robinson-Lawrence
46,"Love love love this class, makes me think about who I want to be as an artist and Jeri is just so great at helping you achieve that goal! Can't wait to have her for future classes. Love her! ",4.5,3.0,Jeri Robinson-Lawrence
47,Jeri is an absolutely amazing teacher. I'm looking forward to  taking another class with her in the future. She grades all work very fairly and is willing to help you with just about anything. You have a lot of freedom when doing all of the projects! This was my favorite class of the semester!,5.0,1.0,Jeri Robinson-Lawrence
48,"Jeri is amazing. This is her first year back teaching after being head of he department, and I am SO glad I got her!! Class is easy, she knows how to grade art (very fairly) and projects are pretty wide open. Oh, and she loves (LOVES) her sheep :-) I would most definitely take her again!!!",5.0,2.0,Jeri Robinson-Lawrence
49,"A great professor and a great department head. She can be hard to get hold of out of class, but she does try. Will sometimes miss classes, but since this is usually due to family matters it's understandable. Only problem I had with her classes is that the book was more or less unused beyond its glossary.",5.0,2.0,Jeri Robinson-Lawrence
50,"I agree with the last comment - No one bash Jeri! She is the best prof at MU in my opinion. She grades fairly and is very positive, kind, helpful and smart.  She really knows what she's talking about and explains it very well.  I wish more teachers were like her!",5.0,2.0,Jeri Robinson-Lawrence
51,"For having a class that was way too full, she was really good at being involved.  She always made you feel really good about your art no matter how bad you thought it was.  She had very good tips, if you were open to them. She will spend as long as you need showing you a certain drawing technique to help you out",5.0,1.0,Jeri Robinson-Lawrence
52,"okay whoever said jeri is bad is an idiot. shes not the head of the art department for nothing people. shes compassionate, caring and ALWAYS makes time for people. she helped me get my art program up and running. im so happy MU has her, and shes the head of the department. great professor, great person.",5.0,1.0,Jeri Robinson-Lawrence
53,"never on time, frequently misses classes, not helpful, very angry person, at times she is irrational",1.0,1.0,Jeri Robinson-Lawrence
54,No Comments,1.0,1.0,Jeri Robinson-Lawrence
55,Best Prof Millersville has!  So willing to help with constructive criticism.,5.0,3.0,Jeri Robinson-Lawrence
56,"Not only a great art teacher, but a great art department chairperson. I hope she'll be around MU for a long time, because she can help a LOT of students.",5.0,3.0,Jeri Robinson-Lawrence
57,No Comments,3.0,3.0,Jeri Robinson-Lawrence
58,GREAT LADY,5.0,1.0,Jeri Robinson-Lawrence
59,"O.k. classes, has her own favorites though.",3.5,2.0,Jeri Robinson-Lawrence
60,"Clawson is really caring and interested in his students so it's an easy class to pass, although there is A LOT of reading which is important to quizzes (a pretty big part of your grade) and the final exam. There's a big paper but its very doable and Dan is very easy to work with. Lectures get a bit tedious but can be though provoking",4.0,3.0,Dan Clawson
61,This class was definitely not what I thought it would be. Heavily reading based. If you read the articles you'll be fine and he gives you opportunities to miss some of the reaction papers he assigns. The book essay is a big part of your grade: START IT EARLY! Overall he's an okay teacher but kind of boring and the class is not based on medications.,3.0,3.0,Dan Clawson
62,This class sucks. don't take it. you will regret it.,1.0,4.0,Dan Clawson
63,Dan is best. I really recommend this class if you are interested in the health field or just want an awesome class.,4.5,3.0,Dan Clawson
64,"Wonderful professor, inspired great interest in the subject. One of the best professors I've had.",5.0,2.0,Dan Clawson
65,"Class was ok. Had an option to complete a certain # out of total assignments. Was always pushing deadlines back. He did tell me it was ok to take on a topic that has yet to be researched, went thru ideas for the paper, told me i needed to find research on it on graded last edit? that was a bit annoying. Nice guy. not very interesting. dont avoid",4.5,2.0,Dan Clawson
66,"Well I did learn a lot and enjoyed most of the readings. We had three papers and an optional final. All of class is just one big lecture with a small group of students that always participate. One time he was heading towards a biological determinism argument (crazy I know), and I think that was the highlight of my experience as a sociology major ha",4.5,3.0,Dan Clawson
67,"He has his agenda like so many others here. And though he appears to be erudite, he cannot help but be married to his radical politics. Well this is UMass at Amherst. I cannot wait to get into classes about reality.",2.5,1.0,Dan Clawson
68,"Dan is an awesome professor, so intelligent.  I was both a student in his class and a TA for him as well.  He's very reasonable.  Although there is heavy reading in the course, they are for the most part very interesting. Make friends with your TA!!...Dan gives total power to his TA's in deciding grades, extensions, etc.",5.0,4.0,Dan Clawson
69,"Interesting subject but very scattered and biased method of teaching. Barely took any notes. Weekly 1pg response papers due, 4 unit papers (only have to do 3), optional final, 6 pop quizzes drops the lowest. If you muddle through the not always pleasant reading material and incorporate the ""4 key concepts"" in your writing then you should be fine.",3.0,4.0,Dan Clawson
70,"horrible class. DONT take it.  dan doesn't talk about anything real during class, just rambles on about his opinion on stuff and then will give you random facts to write down so you can write the essays well. paper due every week, do all of them. and id write all the essays so that you can get a good grade. go to class because of random quizzes.",2.0,5.0,Dan Clawson
71,"This is one class I actually don't mind going to. Most of the books you have to read are decent and the class is actually interesting. The papers are a pain but doable. You pretty much have to go to class bc there are 6 in class pop quizzes, but they're really easy if you do the reading.",3.5,2.0,Dan Clawson
72,"very smart prof & interesting lectures that basically talk about the reading assigned the night before to help you understand exactly how it relates to class. weekly 1pg writing not very hard, papers suck but not impossible. no text book just had small books to read for each unit.. great class over all highly recommended :)",4.5,4.0,Dan Clawson
73,One of the most intelligent teachers I've ever had,5.0,3.0,Dan Clawson
74,"Amazing guy & Professor! Course material super interesting, highly recommend this course & anything he teaches. Weekly writing statements (pretty easy),midterm essay questions (ques. told in advance),2 papers, final take-home exam -> Overall probably the best course I've taken at Umass and in Soc dept course reccom to soc majors,premeds, & anyone!!",5.0,3.0,Dan Clawson
75,"REALLY nice guy, the course material is sort of hard to grapple with, but if you make an effort and show up to class, he's very helpful and understanding. Decent course but really great professor.",3.0,3.0,Dan Clawson
76,"Lectures can be boring and the papers are a drag, but the final is optional. Easy to get an A or B",4.0,2.0,Dan Clawson
77,good teacher.,4.0,3.0,Dan Clawson
78,"Loved this class! The four 5 page papers were a drag, but I only wrote 2 and took the final and got three high As. Very opinionated, but if you agree with him it is fabulous! He has a lot of great insight and stories to tell. Take a class with him before you leave UMass!",5.0,3.0,Dan Clawson
79,"my suggestion would be to avoid taking this class at all costs. clawson drags lectures on and on, and is a kind of a jerk. there are 6 pop quizzes so while going to class is worse than watching your grandma clip her toenails, it's kind of necessary since you don't know when there will be a quiz. the only upside is not having to take the final.",1.5,3.0,Dan Clawson
80,"Professor Drake is an incredible lecturer and is an inspiration for students. If you have an interest in acquiring an extensive reading list of material with a focus on fanaticism and terror around the world, you will be rewarded by the course. His required reading for the course is demanding, and you will not succeed in his class if you skip.",4.0,4.0,Richard Drake
81,"His class was easily the most informative class I took while at UM. Lots of required reading, and lectures while not mandatory are incredibly dense and need a ton of notes or you wont pass. My one big turn off is he seemed to be more proud of who he knew, and had dinner with than the actual subject itself.",2.0,4.0,Richard Drake
82,"I strongly recommend a course with Professor Drake. The class I took moves at a quick pace and requires careful study of notes taken during lecture. It also required reading 6 books, watching a few movies and reading some essays/articles posted on the course webpage. Professor Drake is an incredible resource for UM.",5.0,4.0,Richard Drake
83,"Richard Drake is not a good professor if you want to learn about what you actually signed up for. Much of his lectures do not actually have to do with the course material, and many of the quizzes and tests do not actually apply to what he is talking about. Terrorism in Modern America is the most frustrating class I have ever been in.",1.0,5.0,Richard Drake
84,"One of the best classes I have ever taken. If given the opportunity, take a Drake class. He will make you think in ways you never have before. I have my criticisms but overall it was more than worth taking. It is a bit difficult, but your mind will grow. Do the extra seminar if you want to get to know some very smart people.",5.0,4.0,Richard Drake
85,Professor Drake is definitely the best history professor I've had. His lectures are very informative and can be confusing at times if you're not a history nerd. His tests are blue book and he usually announces when a pop quiz is coming up.  Definitely the biggest eye-opener course. Only complaint is that he does sidetrack sometimes about books.,5.0,4.0,Richard Drake
86,"Professor Drake clearly knows what he is talking about and conveys most of his ideas clearly, I have a few complaints. He spends far too much time referencing things from other courses and works not pertaining to the course, it is easy to get confused if you haven't taken his other courses. He assigns more reading than every class I took combined.",4.0,4.0,Richard Drake
87,"Took Terrorism from this professor. Clearly once a great class, but after decades has devolved into a long lecture on books that we do not read and general opinion. Not your typical history class -- No historical background in the traditional sense. The subject matter is fascinating but the class was disappointing. Almost dropped it twice.",2.5,5.0,Richard Drake
88,"Took terrorism and Contemporary . Amazing lecturer and kept me engaged and interested. Work is really not that hard if you go to class and pay attention to his anecdotes on the readings. Honestly,  I skimmed the books and got A's in both classes since he goes over books in great detail in class. Very interesting classes. Pop quizzes but small %. ",4.0,3.0,Richard Drake
89,"Great professor. You can tell he really loves Italy and that he prides himself on being a scholar. He doesn't teach out of the book. Dr. Drake teaches you how to really think and break down a subject so that you can form your own opinions. Exams are bluebook. You state your opinion and back it up, theres not really right and wrong answers.",4.5,3.0,Richard Drake
90,"This man knows absolutely nothing about Muslim Fundamentalism. However, that does not stop him from giving his ""expsert"" opinion every time he can ""grandstand"". Stay away!",1.0,3.0,Richard Drake
91,I dont know why everyone makes a big deal about Professor Drake being too hard. Its probably because he is one of the few professors who is actually legit here at the university of Montana.I get A's on all his tests. The key is going to class and making distinctions behind main actors in the readings. Not a class for deadbeats who only want easyA's,4.5,3.0,Richard Drake
92,"Very hard class. I am a non history major and found this class very difficult, I read all the books he assigned, but had a hard time doing well on his test and quizzes.  The class is interesting, but not worth the low grade that is to be expected.",3.0,5.0,Richard Drake
93,"I have taken 6 classes in my 5 years here with this man. He is absolutely amazing. You have to know your stuff though. His tests are consistent so long as you take his upper division courses, the lower courses are harder because of his TA's (not his fault) I must say he is one of the best men out there, he's so knowledgeable but humble as well.",5.0,3.0,Richard Drake
94,"Great professor. He was the man who made me decide to double major in history. His tests, as stated, have little consistency, in relation to grades, but if you speak with him, he is apt to revise them. He is one of the few professors I search out by name when registering.",5.0,4.0,Richard Drake
95,"Terrorism in the Modern World--this class was so useful, learned all about current events. It's a tough class but if you go to lecture, take good notes, and study really well then it is not hard to get a good grade and the class is very worthwhile.",4.0,4.0,Richard Drake
96,He is on the short list 'Great Men' that I've learned from in my life. He possesses a tireless work ethic and an enthusiasm for academics that is contagious.,5.0,4.0,Richard Drake
97,Great lectures however the tests are graded completely unfairly by his group of 4 other graders so there is no consistency.  if you can afford the high probability of a C  the material is worth it.,3.0,5.0,Richard Drake
98,Best prof. i've had here. Credible and passionate about his subject.,5.0,3.0,Richard Drake
99,Took several of his classes and loved them.  They are all VERY challenging but very interesting too. He is passionate and its contagious.,5.0,5.0,Richard Drake
100,"Nice professor. Always available for help. He talks really fast and doesn't review practice problems unless someone asks when it's something he considers easy. So speak up and rewatch his videos which are posted online. Material is tough IMO. If you are more of a biochem/organic type person, this class may be challenging.",4.0,4.0,Dean Atkinson
101,"You can't avoid taking him, but be ready to self-teach. Lectures are confusing and meandering. Go to office hours with questions to do well. No curve so hard to get a good grade. Very old-fashioned type teacher.",2.0,4.0,Dean Atkinson
102,"One of the nicest professors I've had but not the easiest A. If you do all the past exams and make a solid note sheet though, you'll be fine. I didn't really study the powerpoints much. Try to take the class after gen chem so those concepts are fresh in your mind. Also a lot of grade buffers with clickers, quizzes etc..",5.0,3.0,Dean Atkinson
103,"Chemistry minors beware: this is not an easy A! Furthermore, if acid/base chemistry is your weakness do not enroll in this class! Otherwise Dean's a nice but ineffective professor. 2 exams and final are easy, hard, and comprehensive, respectively. Several group work activities make you wish he would go over problems on the overhead instead.",2.0,3.0,Dean Atkinson
104,"Dr A is one of the best lecturers there is in the world. He is as fluid as it gets with his instructions and is more than capable of answering any question. He is available anytime during the week and his workload isn't impossible (I took 4-week summer). He tests very thoroughly, but if you want to learn it he is always available. Work harder!!",5.0,4.0,Dean Atkinson
105,"Dean is awesome. Rushes through material, but lectures are recorded and posted online for review. Practice exams are nearly identical to current exams, no answer keys, though. Free online textbook is unbelievably bad, just use google if you get confused. Always willing to explain things in class or in his office if you get confused.",5.0,4.0,Dean Atkinson
106,"Study for the exams and take the practice tests vs studying to learn the information. After the first exam he said ""if you are premed and didn't get at least 90% you should just drop out now and get a w, its better than a bad GPA and not getting into med school"". He also told students that if we did not understand this ""basic"" info to change majors",3.0,5.0,Dean Atkinson
107,"Dislikes: Talks fast through thought processes that he should really be writing down, clicker questions are not a great representation of tested material, exams are limited to only one hour so you have to race to finish. Likes: helpful one-on-one, makes practice exams available (best study material for this class), lots of grade buffers. Likable.",4.0,3.0,Dean Atkinson
108,"Super nice, funny guy, but not good at lecturing. Examples given in class and in Sapling are WAY easier than exams. However, study the practice exams for a good idea of what to expect. WARNING! A lot of unseen problems pop up in every exam so there's a limit-unless you're really smart.",2.0,4.0,Dean Atkinson
109,"Expect to do lots of online homework (sapling) to understand the material being presented, and self teach.",1.0,5.0,Dean Atkinson
110,"First test in this class was easy, but the second test was a nightmare. Go to class and work through the practice exams he posts online. He doesn't post keys but if you work through them and bring questions to his office hours then he is very helpful.",3.5,4.0,Dean Atkinson
111,"I didn't ever meet him. He left his class to a TA who made the class absolutely miserable. There is no professionalism whatsoever. I would have been nice to have an actual professor teaching this lab course, or at least having more of a handle on the way the TA was teaching. She was so condescending and rude people refused to ask questions.",1.0,2.0,Dean Atkinson
112,"Dr. Atkinson is a great professor, mentor and all around good guy. Go to class! He is awesome! He is very helpful during office hours and really cares about his students. ",5.0,2.0,Dean Atkinson
113,"Won't provide any keys, will ask questions you haven't seen in homework or in class, will not curve, lots of useless POGIL, writes on board often (cannot read his handwriting). Recommend taking lab at the same time because he will ask stuff in lecture that you've only learned in the lab. Only positive thing I can say is that he's pretty nice.",1.0,4.0,Dean Atkinson
114,"Well what can I say , I honestly think he could use some lecture time . If you come to class just know that you are coming for the clicker points and that is it, there will be no lectures you are on your own in this class and the sample exam have nothing to do with the real exams given. Good luck ",1.5,4.0,Dean Atkinson
115,Tries to throw you off on exams. Didn't round up my grade when it was within 0.4%,2.5,5.0,Dean Atkinson
116,"Dr. Dean Atkinson is the best Chemistry professor I have ever met: His exams reflect the practice given, and he clearly wants his students to succeed. (Unlike many of the professors.)  If you are reading this, Dr. Atkinson, THANK YOU SO MUCH FOR AN AMAZING TERM!!!",4.5,2.0,Dean Atkinson
117,"His lectures are confusing. No examples shown. He might ask you to try to carry out a titration or two with specific conditions, but he won't go step by step to show you how it's done. Get ready to teach yourself. Tests are decent but you have no extra time so work efficiently. Students didn't finish the first two tests due to time. ",3.0,4.0,Dean Atkinson
118,"Dr. A is a very nice man and I have taken several of his classes but, unfortunately, his teaching style does not suit me.  He explains math with words instead of examples, which is difficult for me and many others. This comment is coming from someone who earned A's in the entire Calculus series.  Avoid his classes if you are a visual learner.",2.0,5.0,Dean Atkinson
119,"Not the greatest professor in the world, but he is pretty up there. He gives interesting lectures and is fair on his grading. He likes it when students utilize office hours!",3.0,4.0,Dean Atkinson
120,Professor Allen knows what he is talking about and is pretty easy. Classes can get boring and it can be hard to pay attention. He is pretty funny and a generous grader.,3.0,3.0,Jeff Allen
121,"Allen is easily one of the best professors in the IT department. If you have a chance to take him DO. His assignments are simple and easy to do, he will also scale assignments if the class does badly on them. His classes are never really boring, and he understands the difficulties of group projects. Also he records his lectures and puts them online",5.0,2.0,Jeff Allen
122,Jallen is mad chill and easy. Just do the assignments and you'll do well on exams. Grades leniently on group projects and is flexible with late work. Take him for sure!,4.0,1.0,Jeff Allen
123,"Jeff Allen is the man. Keeps computer class entertaining which is hard to do. So laid back and relaxed. Great teacher, highly recommend him for CIS",4.5,2.0,Jeff Allen
124,I liked this class.  It was easy and had hardly any take-home homework since we did it all in class.  Final exam was super easy.  Friendly guy.  Definitely take him.,4.5,2.0,Jeff Allen
125,"Jeff is an awesome guy, he makes the material interesting even when it is boring. He explains everything and is willing to help with any problems that you have. He is easy-going when it comes to handing in assignments, he will understand if you have to hand something in late. Definitly take him if you can!",5.0,1.0,Jeff Allen
126,"Jeff Allen is probably the best professor you can get for IRT. He likes to teach, even though it's a dry class, and he will do what he can to help you; always. He's lenient with when things have to be handed in which is nice since you have to take IRT at the same time as BUS101 which consumes ALL of your free time. Take him, he'll be there for you!",5.0,1.0,Jeff Allen
127,Jeff Allen is a cool guy and it is a really easy class.,4.5,2.0,Jeff Allen
128,"Prof. Allen is a cool guy, answers any questions, knows what he's talking about.  He does move a little fast at times, it helps if you have a background in Excel, Powerpoint, etc.  Overall, nice guy, helpful professor.  Take this class.",4.0,1.0,Jeff Allen
129,Jeff is a great guy! He offers alot of help and I had him for PPS so the class was insanely easy to begin with. Do the work and it isnt hard my little sister could probably pass the class but Bryant has to have a intro computer course so take this guy and you'll do fine. The only thing I didn't like was it was at 8am,4.5,1.0,Jeff Allen
130,If you dont take him for PPS you must want to fail it.  He's the man and always willing to help.  I had him at 8AM and it didnt bother me.,5.0,1.0,Jeff Allen
131,J Allen is by far the GREATEST teacher i have ever had he is the coolest and hes really nice and really knows his stuff....Ryan,4.5,1.0,Jeff Allen
132,Jeff Rules!,5.0,3.0,Jeff Allen
133,Incredibly easy class.  He is more then willing to help you and does whatever he can to prevent you from failing.  Great teacher and a fun guy to listen to.,3.5,1.0,Jeff Allen
134,No Comments,2.5,2.0,Jeff Allen
135,"Ok, I am an IT major.  I am taking CIS at the same time as PPS and what I am learning NOW in PPS, I had to teach MYSELF for the beginning of the year for CIS. A great Professor tho. I know him a little better because he stops by Laptop Central often.",5.0,1.0,Jeff Allen
136,No Comments,4.0,1.0,Jeff Allen
137,Jeff Allen is the grand master of PPS! Take him.,5.0,1.0,Jeff Allen
138,Roxi is a tough cookie to crack but a really good writing teacher. Definitely made for an interesting quarter not knowing if she liked me or not. She really cares about class participation so come to class with one thing to say about the reading and she'll love you. Also write with passion and she'll dig it no matter what it is.,3.0,3.0,Roxanne Hamilton
139,she's the worse,1.0,2.0,Roxanne Hamilton
140,"Roxi was ALWAYS late to class. She grades you based on 5 essays and 25% participation. If you aren't her favorite, she is very rude and intimidating. Lots of reading and papers.",2.0,4.0,Roxanne Hamilton
141,Roxi was actually very respectful and hilarious despite all this bad mojo I see in the earlier reviews. This was my first quarter of college out of high school and I was frightened about writing. This was definitely an essay and journal heavy class but the feedback about readability and context helped me out SO MUCH. I would take her class again!,4.0,3.0,Roxanne Hamilton
142,Roxi is a pretty good lecturer. I enjoyed her class and I became a better writer thanks to her. The only issue I had with the class was the amount of time spent philosophizing over the small stuff. Getting too deep and too technical with the boring stuff. That made class a bit less interesting.,3.5,2.0,Roxanne Hamilton
143,"Assigns TONS of homework (esp. readings) and expects you to do it thoroughly and come to class prepared to engage in in-depth discussions. She cares about letting the writing style be determined by the message, so nothing is set in stone. She wants to free you as a writer from the rigidity of the dreaded 5-paragraph essay. Great class, but tough.",3.5,4.0,Roxanne Hamilton
144,I love her dank memes giving her the BEST educational knoledges for me btw i go to SDSU,5.0,1.0,Roxanne Hamilton
