sentiment,text,quality,difficulty,prof_name
1,"She is a great professor! She is an example of a great woman, very fashionable, very upbeat, enthusiastic lady! More than a teacher, she became a mentor! Thank You, Dr. Hess",5.0,1.0,Josefina Hess
1,"He's really good, and I was able to follow the formulas really well. I really liked the class! He's an easy going teacher and would have a few laughs in them.",4.5,1.0,James West
1,"Professor Lowi is an amazing professor. She really cares about her students and is very interested in their opinions. She is very learned about the Middle East and this is what makes her class so interesting. However, she assigns a LOT of readings and is a VERY hard grader.",3.5,4.0,Miriam Lowi
0,She gives an unnecessary amount of homework and takes forever to grade it. I always dreaded going to her class but she did cancel quite often.,2.0,2.0,Melissa Murata
0,"There's no structure to her class. Classes are like coffee shop, feminist book discussions. There's nothing probing your thoughts. It really just feels like I was part of a big book club. If that's your thing go for it.",2.0,2.0,Kristy Odelius
1,"She's a great professor. Grade relies heavily on participation in class. Some online reading modules required, but you have all semester to do them. One individual essay, one group project that takes up a good portion of the semester, and a group essay for that project. She gives individual grades so don't worry if your partner isn't great.",4.0,3.0,Lisa Michals
1,"Great Professor! I took her for the Summer Pre-calc term Online and it was so easy. Hw, quizzes, and tests are all done on MyMathLab. She lets you use one notecard on the Midterm, and two notecards on the Final which is really helpful because you can jot down notes/formulas. Responds to emails really quickly and is there for you if you need her.",5.0,2.0,Wendy E. Bush
1,"Mr. Carson is hands down a great professor. He genuinely cares about his students and their well-beings. There are a couple of group projects and papers to write, but nothing too major. All grades are averaged together, nothing is weighted. I've taken him for ENGL 1101 and 1102 and I wish I could take him again.",5.0,2.0,Alfred Carson
0,Lots of readings. One of the worst professors I've had at AU. While the readings are interesting there is no deep discussion and you don't get helpful feedback. ,1.5,5.0,Jocelyn McCarthy
1,"Professor Brown is one of my favorite teachers I have had at U of O. He was helpful, engaged in class discussion, encouraged creative thinking, exposed us to a variety of ideas and opinions, and somehow made our class feel like a giant family at the end of ten weeks. He was amazing, I would recommend him to anyone who wants to grow as a person.",5.0,3.0,Kirby Brown
1,I really enjoyed this class! A lot of information was provide and we explored a variety of techniques.,5.0,1.0,Joe Micallef
1,"Shes an amazing teacher, she knows how to answer any questions clearly for you to understand it. Shes great with explaining the concept if you get confused. She always lets you know if there is any difficulty in D2L. Please take her, if you want a GOOD grade, she is the one!!!",5.0,1.0,Holly Clark
1,Fantastic!,5.0,1.0,Peter Wejksnora
1,Great teacher. Will be taking for micro this spring 2020 semester,5.0,3.0,Kara Booth
1,"professor goldner is great, he knows his material well. books he posts are required so make sure to get the. drops lowest grade from response papers which helps a lot. very well organized class. his office hours are very helpful. definitely recommend!",5.0,4.0,Erik Goldner
0,"I took Mr. Camp for EH 101 and 102 and I dont recomend him for either. He isnt very clear on what hes grading for and he didnt give any feedback. Extremely tough grader, almost impossible to get an A. Do not take it unless youre trying to make your GPA go down bc thats all this class si good for.",1.0,5.0,Sherman Camp
1,"Hardest class I've taken so far, but the professor is straight to the point. If you even LOOK lost she will do anything to help you understand the material. Her lectures are highly important in order for you to pass the course so DO NOT miss class. Everything she lectures is on the tests!",4.5,4.0,Miriam Keller-Perkins
1,"Mi-sook expects alot from her students.  She will push you, but she always helped me when I needed it and helped me to refine my craftsmanship.  She can be a little harsh in critiques, but hey, it's a tough world.  The only complaint I have is that she makes students write in critiques.",5.0,5.0,Mi Sook Hur
1,HE MADE ME FALLIN INLOVE WITH CHEMISTRY!!LOVE HIM!!,5.0,4.0,Ariel Fenster
1,"Class isn't too hard, but its definitely not easy either, and you still learn a lot",5.0,3.0,Mark Ams
0,She is a director and not very knowledgeable about acting and movement. She plays videos from a website and tells students to copy the moves. The vocal warm-ups are also copied from papers. Basically she doesn't have the necessary education and experience. Don't take her classes.,1.0,3.0,Stefanie Sertich
1,Very caring and understanding professor reviews multiple times one main topics. make sure you don't miss too many classes that's the only thing that will fail you other than that great professor would definitely reccomend.,5.0,3.0,Hector Velarde
1,"Prof. Abdo is THE best. If you want to learn she is the person to go to. Her class is not easy but she is extremely helpful. For those who believe the only A is in her last name, it is not.",5.0,5.0,Diane Abdo
1,"He is a beautiful creature and incredibly nice! He's very clear with his explanation and encourages everyone to engage with each other hence why it's a Marketing course. I just didn't like how we needed to group ourselves the 2nd class because we hardly knew anyone but it is a good way of exercising networking skills. Also, doesn't post his notes.",4.0,2.0,Raymond Lavoie
1,"He is an alright teacher.  His talks can be boring, but he breaks it up with interesting videos or real world things he notices.  He def knows his econ. He's also flexible and understanding.",3.5,2.0,Tim Schilling
1,"Loved this class. Great teacher, and I was able to do some of the most creative work in my entire time in the art dept. I am obsessed with animation, and soooo happy to finally find a true mentor who cares. Thank you Kathleen. You've changed my life.",5.0,3.0,Kathleen Quaife
1,Shes one of the nicest teachers here and is very flexible. Love her,4.0,3.0,Lakesha Moore
1,I learned a lot about art and myself taking this class.  Mi-Sook is a nice person and knows her stuff.  She pushes you to do your best which sometimes stresses you out.  She's honest and tells you if your project sucks.  Expect to spend time and money on every project.  BE PREPARED TO MISS SLEEP WHILE TAKING THIS CLASS. Take if dedicated to art.,3.5,3.0,Mi Sook Hur
1,"Dr. Ptak does a great job at getting you to think about the lesson in new and interesting ways - and he's a great, approachable, and caring person too. Class was fun and engaging, and I really learned to think more carefully and analytically about my thought process. That said, I wish the class was more organized and that he graded faster.",5.0,1.0,Corey Ptak
1,"Melanie was an amazing prof for English 100. There were lots of readings and forum posts in the course and four essays. It was not lecture heavy. She gave very clear and positive feedback and was always willing to give extra help or clarify things. Overall, the course was not too difficult. I highly recommend taking a class with her if you can!",5.0,4.0,Melanie Schnell
1,"Easy A, she tells you exactly what you want. She is understanding and fun",4.0,2.0,Tammy McCullough
1,"Tough teacher.  Strict policies, but I now feel like I can give a good presentation.  I still don't like public speaking, but at least I know I can put together a speech that makes sense.",5.0,5.0,Holly Deeley
1,"He gives quizzes every week worth only 1% of your mark that let you know your weak areas. If you spend time only studying the material for the quizzes where you didn't score 100%, you'll ace this class. He doesn't care about attendanceparticipation.",3.5,2.0,Mark Buchner
1,I LOVE this man. I go to his office (he's also my advisor) just to talk to him and end up spending way too long there. Not only is he helpful but he also is such a fascinating lecturer. He can show you the other side of any issue. Highly recommended!,5.0,3.0,Rick Werner
0,"Not clear with the syllabus. Does not hand back graded assignments. Skips through power points and says it will be posted on blackboard but never is. Is not willing to listen to students talk in class, kind of speaks over them.",2.0,4.0,Dennis Bogdan
1,"He was a funny guy and kept things interesting.  He puts his notes online so you can follow them during lecture.  That being said, going to lecture is a good idea because sometimes he veers from his written notes.  I liked him.",4.0,2.0,Peter Wejksnora
1,"Mr. Stagg is by far one of the toughest professors I've had. He gives a lot of papers, homework, and groupwork. On the plus side, he certainly helped improve my writing skills and knowledge of citations (so. many. citations.) As for his personality, he's a but rude and loud.",3.0,5.0,Kevin Stagg
1,"This class is easy! There is not a lot of work to do in this class besides the workbook activity, interview, and some quizzes. You can work ahead if you take it online and finish way before the semester ends.",5.0,1.0,Paula Heller Garland
1,"Dr. T. is one of the BEST bio professors here. He's really passionate about the subject, he  truely cares about the students, very helpful and approachable. This guy is the best!",5.0,1.0,John Thomlinson
1,Very organized professor who tries to teach accounting in an understandable way. Accounting isn't for everyone but he's good at trying to reach everyone. Very self-motivated coursetough to succeed if you aren't willing to put the work in,4.0,4.0,John Shon
1,"I took this class thinking it would be easier than some of the other options I had. It was not. If you are into astronomy, this class is perfect for you. If you are just trying to get credit, take something else. Cooney is a great professor, it is just a very hard class.",4.0,5.0,James Cooney
1,"She has a very good sense of humor and very engaging with her students in and out of class. She is a great professor. As long as you come to class and keep up with the material, yo uwill have no problems. :)",4.5,3.0,Cindy White
1,"She is the best teacher that I have ever had. She gives alot of reading but its interesting. The tests are easy and straight forward. She is very down to earth, open for discussion, and has the best personality. She makes it feel more like a friend teaching a friend. You will enjoy her class. Wish I could take her for more classes!",5.0,1.0,Talitha Leflouria
1,"Ali is one of the best professor ever.  He is very nice, approachable and helpful.  He is also very knowledgable in the area of emergency management.  Strongly recommended to take his class.",5.0,1.0,Ali Asgary
1,Professor Hoover's online lectures were very interesting. The assignments were not too demanding. This is a very introspective class and Professor Hoover just want's you to do well and appreciate the subject matter in your own way.,4.5,1.0,Hoover Jeffrey
0,"This man is the worst professor I have ever encountered. Disorganized, wild tangents about Nazis and Eugenics, and ""jokes"" that would probably get a student a one-on-one meeting with the dean. Stay as far away from this guy as you can. Tests and finals used to be easy, but he had instructions from admin to change them, now they're super difficult.",1.0,5.0,Stephen O'Leary
1,nice guy but his stroies go off track and get out of hand while he is teaching.Some stories do not even seem so true.Supposeldy he has been to college everyhwere.He is a married man with a young daughter but always comments about beautiful women he has seen.I just think thats a bit strange-runs slow on notes bc stories way too long.,3.0,3.0,Wade Watkins
1,"Lectures/discussions are mandatory, attendance will be taken. Exams are easy as she gives a complete study guide with all of the material on it, just memorize. Papers are graded rather harshly (especially the first one). They look for a very specific format for the papers and it is up to you to figure out what that is.",3.0,4.0,Elizabeth Roberts
1,"Really, really cool dude. Super chill and makes class fun. The work throughout the class I thought was a complete waste. Didn't take anything away from the course, but that had to do with the course, not Eddie. He was an awesome professor and made this class semi-bearable.",5.0,1.0,Eddie Paje
1,"I took her class in summer of 2011,and I couldn't have asked for a better instructor. I would gladly take her again in the future, just for fun. HIGHLY,HIGHLY RECOMENDED.",5.0,1.0,Mary Garcia
1,"She was really awesome, I genuinely enjoyed the class. Assignments were fairly simple, just 5 300 word discussion posts & 8 easy quizzes that can be done quickly if you have the power points & outlinesreadings handy, which she gives you unlimited time for, shows the answers rightwrong, & lets you try again. Overall she is nice & understanding!",5.0,1.0,Laurie Boetcher
1,"her expectations are pretty high. all the tests are culmuative recaps of the readings and lectures, so pay attention.",3.0,3.0,Marielle Aunave
1,"David is great, sometimes he can go a little fast but if you ask him to slow down he will.  He's easy to get in contact outside of class and is great at answering questions.  He would bring in food for the class at least once a week too.",5.0,2.0,David Zlesak
1,Gilbert is a clear professor. Delivers material in concise and coherent fashion. Weekly quizs were somewhat difficult in my experience. Written portion easy multiple choice not so. Help in class not so out of class. Difficult to get certain info from him. Only answers course questions. Not sympathetic to mental health needs. Good reading material.,3.0,4.0,Michael Gilbert
1,"Dr. McConkey is a darling. Keeps things clear and interesting, keeps things balanced between student participation and lecture, and clarifies difficult concepts. Not at all difficult if you read and pay attention. He doesn't take himself too seriously either. And while he's not ""hot"" per-se, he's just so endearing you can't help but love him.",4.5,2.0,Dale Edwin McConkey
1,"I took Professor Gibson for Creative Writing and for the Octavia Spencer Selective Authors Course. She is truly the reason I pursued my interdisciplinary english career in African studies, and expanded my understanding of poetry and African-American history. She has seen me through sicknesses, broken bones, and struggles! She never gave up on me.",5.0,1.0,Ebony Gibson
1,"Dr. Brown is hilarious, so listening to his lectures was never a challenge. The class was extremely easy, although he was a very slow grader and our grades were a bit unclear. If you ask for individual help, he's very nice and takes the extra time out to speak with students one on one. I could tell he was passionate about what he was teaching.",4.0,1.0,Ryan Brown
1,He is my favorite prof at CSUSM so far! He is so smart and is really passionate about what he teaches! His lectures are almost fun to listen to because he makes them so interesting and usually adds funny memes and videos. He is very clear about his expectations. There are only 2 tests and 1 five page paper. He gives very detailed study guides!,5.0,3.0,Ibrahim Al-Marashi
1,"I've been out of the program of years, but have found many useful gems from Arnold's class",4.0,4.0,Allison Arnold
0,"Did not show up for our final speech.  E-mailed us 15 minutes before the final that she would not be there.  We turned in these speeches as essays in a box in the journalism office, and she never gave feedback. Did not give clear feedback for earlier speeches.  When I asked her what I could improve on, she gave vague answers.",1.5,4.0,Saralina Kamholtz-Roberts
0,"Scott is very smart, but too smart to teach. He just doesn't explain things well or clear. If you are strong in math you'll be fine but if you need things explained I would look for a different professor.",2.0,3.0,Scott Larson
1,"I honestly love Doctor Donner Smith so much, she is truly amazing and inspirational. She is toooooo kind and really cares about her students!!!!!!!! WOULD DEF TAKE AGAIN",5.0,2.0,Donna Lester-Smith
1,"For me I think I didn't enjoy this class only because of his teaching style. I attended every class, but it still didn't help. A lot of what you learn is based on the homework which is hard to learn from because it's all online on Wiley. He takes some of the questions from Wiley and puts them in his exams so use that for practice if you have him.",3.0,4.0,Dave Barrett
0,screw this class!!! worst class i have ever taken at ucr. ridiculous group paper and 4 HARD HARD HARD tests! she is rude and thinks she is better than everybody else,2.0,5.0,Tuppett Yates
1,"Super cool, he encourages open communication, also a lot of his grading is done based on effort.",5.0,2.0,Kevin Cameron
1,"He's very easy, heplful, but quite boring. It is eseasy to get A if You go to class, do prastice test, study on notes, asks questions. You don't have read book, just work on his note, you will be fine. His lab is still easy for you, just don't miss class.",4.5,1.0,Bruce Bailey
0,"Honestly, this class was terrible. I did not understand anything and he went too fast to give me a chance to keep up. I do not recommend.",2.0,5.0,Jeremy Luallen
1,Great teacher took her fall 2019 for econ 2301 and 2302 econ in the spring online. She cares about her students. Glad I took her for both my economic classes. I hope to take her college class offered at LU also.,5.0,3.0,Kara Booth
0,"Experienced, but sloppy & lazy at teaching. He reads off his many slides. Cuts off student questions and can't answer them clearly. Many errors on tests. Wording of questions are confusing & vague. Likes to be chummy with students. Material is tough. You will have to teach yourself from the textbook and put in A LOT of your own time to do well.",1.0,3.0,Garyen Chong
1,basically common sense math. If you're good at math this is a super easy class.,5.0,2.0,Kelly Young
1,"Mrs. McNiel is a very kind and sweet teacher, and really knows how to make you feel comforatble before giving a speech. She always has a smile on and is very easy and understanding to talk to. She was also very accomodating during the online switch and significantly reduced the number of assignments. I would love to have her again if I could!",5.0,1.0,Lisa McNiel
0,"very rude teacher, i would never taker again. He was rude and mean to students if they didn't understand the material. There is A LOT of math work involved so be prepared.  There quizzes and the study guides he makes do not at all help one bit.",1.0,4.0,Charlie MacCabe
0,"Brett will go out of his way to not help you when you need help. I spent a month trying to arrange a mandatory meeting because I can't make his office hours, he never once suggested a time. Passive aggressive about my EXCUSED absentees until he tried to fail me because of them. Avoid unless your a perfectionist who can stay on his good side.",2.0,5.0,Bret Keeling
1,"Not a bad teacher. Don't listen to the other reviews. Just do the work with a friend, read the course reader it's a big help! The final is 50% of the grade but you get a SG/Mockfinal/and a 8x11 cheat sheet. She sometimes gives EC. Just put in the effort trust me, don't copy the work with a friend actually try to understand it and you will do fine",4.0,3.0,Melodie Hallett
1,"He takes time to ensure students are understanding the concepts, formulas and logic by giving as many examples as possible. He gives clear guidelines to follow and enough practice before students sit for an exam. He is highly skilled and teaches professionally. He is an Asset to Chattahoochee Tech and I recommend him highly to future students.",5.0,4.0,Jason Hunter
0,"This Professor is disrespectful, unprofessional, condescending and mediocre. I did not learn anything from this class, she is more interested in hearing her self speak and repeating irrelevant information in the third person rather than if her students understand. You cannot ask questions, you will be attacked. DONT TAKE HER CLASS YOU WILL REGRET!!",1.0,5.0,Miriam Keller-Perkins
1,Awesome teacher and an even better guy,5.0,3.0,Diana Flahaven
1,"The most monotoned, boring teachers i have ever had. He i the harshest grader too, he took points off of my essay because he disagreed with me opinions. DONT TAKE HIS CLASS! ",3.0,5.0,Charles Cramer
1,"Grades essays like an English Prof. Difficult in test/paper, but fair. Opinionated; if you disagree, you better have backup (DDT for example). Was hit hard, but now am a History major.",5.0,5.0,David Schuster
1,Dr. B is extremely knowledgeable and willing to help. There is no work outside of class - other than studying for the test (which can be challenging).,4.0,3.0,Katherine Bulinski
1,"ive never written a review here before but DJB deserves it! she is the best prof at UT ive had so far and made the pain of learning accounting some what enjoyable. She is so funny, personable, and cares about her students so much! go to her office hours",5.0,3.0,Donna Johnston-Blair
1,"Very easy class. By far the easiest multiple-choice I've ever had in college and all of the essay questions are given well in advance. Questions come straight from his notes, but reading the book is nice for a better understanding of material. He get's off topic rather often, but has some interesting stories to tell once in a while. ",3.5,2.0,Eric De Vos
1,"She always hands out updated deadlines for assignments. Assignments are typically very simple. Expect to do group work. Expect to have a big powerpoint/paper at end of class in place of a final. Good instructor, she has lots of career experience. I would recommend her/take her again.",5.0,1.0,Peggy Murnighan
1,"Lectures are a bit scripted and note-taking usually becomes quite laborious, especially if you phase out for a bit. But there's no denying her love for the material, and her interest in her students. She seems to get her life meaning from helping students, and she provides tons of constructive feedback throughout the course. Great prof overall.",5.0,2.0,Janet Elliott
1,"Dr. Brown will move Heaven and Earth for his students. However, he is also completely inappropriate at all times and swears like a sailor. You will be entertained but you will not learn in his classes. He has an explosive temper and acts like a child when he gets upset.",4.5,2.0,Gary Brown
1,"Very Good Teacher, Clear and Interesting! A good class to take!",5.0,3.0,Andrew Mattson
1,"She posts all her notes, but dont rely on these as theyre vague and she expands so much more in class. There is a lot of memorization for the tests. I found she was a generous marker on the tests though. I enjoyed her lectures and she always responded very quickly and thoroughly to emails. Overall great prof!",5.0,3.0,Diane Lyons
1,"I took Landforms from Mary, and she's great.  She puts here heart and sole into her teaching.",4.5,3.0,Mary Savina
0,This class is very difficult. If you are not interested in science please do not take this class. I wouldnt recommend even it even if its your last option. He makes the class harder than it should be and the study guides do not help. Hes a nice guy .,2.0,5.0,Marc Zamkotowicz
1,"I've had one professor with a similar energy and charisma to DJB in my time at UT but with nowhere near the intellectual challenge. DJB is open, honest, and connects with her students. Can't recommend her enough.",5.0,3.0,Donna Johnston-Blair
1,Awesome guy that is always willing to help,4.0,2.0,Gregory Alico
1,"One of the most interesting classes I have ever taken.  It challenged and changed the way I view medicine, and beyond.  Roberts is a solid professor, but i was really my GSI who clarified and taught me the material.  There is ~80pg/week of reading, which is dense.  Several papers, and two exams.  This class is a LOT of work, but totally worth it.",3.5,4.0,Elizabeth Roberts
1,Great teacher! Unfortunately I had to drop but if I hadn't I know I probably would have passed with a high B or an A!,4.0,2.0,Mark Johnson
1,"Ala is the best beginning Physics prof! She makes the class fun and engaging and actually quite easy. She wants you to do the work and practice, but it's not excessive. Tests aren't too bad either and she gives great handouts to help study. She has a thick accent, but you can understand her pretty easily. She's hysterical too!",4.0,2.0,Alina Gabryszewska
1,The professor really knows his stuff,5.0,3.0,Michael Miller
1,Good.,5.0,4.0,Kevin Stagg
0,"Boring, tardy, unclear and verbose",1.5,4.0,Jeremy Lopez
1,This class was probably the easiest class I have ever had. Professor Ariail made it a breeze. The assignments were easy and he would reset tests if you accidentally clicked out of them. I highly recommend him. You won't regret it. ,5.0,1.0,James Ariail
1,"Amazing professor who made accounting so easy. Lectures aren't mandatory, but you will need to go to pass the tests.  3 quizzes, 1 midterm and 1 final.  If you pay attention in class and do the homework then the tests are all really easy.  Overall a great teacher who made me really like accounting.",5.0,3.0,John Shon
0,"Although she's a really nice person, I would never take her class again. Lectures are very boring and all over the place. If you miss more than 2 classes you can't take the exam except attendance doesn't even count towards your grade. Her assignments were unusual and guidelines were vague. Would not recommend.",1.0,2.0,Francine Dagenais
1,"Super nice, and a great teacher. Her class was a lot of fun, and not terribly difficult.",5.0,2.0,Lisa Loberg
1,"Super nice and helpful, easy to understand, knows the subject very well, but don't ever expect to get out of class early. If you get through all the material for the day she'll go back and review for the remaining 5 minutes or 50 minutes, because she wants students to get their money worth. Having Devito for K helped a lot with my success in Sales.",5.0,4.0,Judy Clausen
0,Extremely difficult  tests were over vast quantities of information and the 30 questions on the test were usually not emphasized. To be fair she did email prior to indicate this course was very tough,1.5,5.0,Angela Currier
1,"She is an extremely tough grader, she doesn't tell you your grade at all throughout the semester or update anything on blackboard, you wont know if you pass until the end of the semester. She does care about her students and wants you to succeed but is very tedious in how you do your work. She'll tell you if you aren't doing good but will help you.",3.0,4.0,Mi Sook Hur
1,Literally love her!! She's so sweet and makes the class fun. You won't regret taking her class.,5.0,2.0,Anna Teekell
1,"Snaza is extremely passionate and intelligent. He consistently kept our class engaged and is a great facilitator of discussion. There is a lot of group work and you have to put effort into your grade, but it is worth it because you learn a lot. He is good about keeping his office hours and genuinely wants to see his students succeed. ",4.0,4.0,Nathan Snaza
0,"Rossi is my department head and is the most unorganized human being I've ever seen.  His lectures revolve only around social mobility, and he  emails readings sometimes an hour before they're due.  I read more for this than my 400 level courses, and I walk away with so much less from this stupid course.  A waste of a History major's time.",1.0,4.0,John Rossi
1,"He is a great professor but his class includes long lectures everyday and there is a lot of reading outside of class. If you don't do the reading it will be tough, especially for the in class clicker questions. There are a few quizzes that are heavily weighed.",5.0,3.0,Mason Cash
1,She is an awesome professor.  I highly recommend this class.  I took the course as an elective.  I worked very hard and I am sure I did well.  The money I invested in learning was a successful ending.  I recommend this class.  It is a lot of work and you have to work hard but you LEARN!!  If that is what you want to get out of the course.,5.0,4.0,Victoria Cerda
1,Dr. Harris explains things well and makes class enjoyable. You can tell that he truly cares about what he's teaching.,4.0,2.0,Lee Harris
1,"Great class to take in an election year. Dr. Swint knows his stuff and has a good interactive style of teaching. The reviewer below must have been disappointed with their grade, because no one I talk to in that class felt that way at all. Gives you a choice of group project or individual research paper. Takes attendance.",4.0,4.0,Kerwin Swint
1,Great teacher!!,5.0,1.0,Don Carter
1,"Parkhurst comes across as scary and intimidating, and he could care less about how you feel while you're in class. If you can get past that he is a wonderful professor. I had taken this class once before in high school and I learned so much more from him. He genuinely cares about your success as long as you're willing to put in the effort 2 do well",4.0,5.0,Dylan Parkhurst
1,"Absolutely LOVED this professor. Took her for a winter mini class. Super super super easy tasks! She has step-by-step videos for the assignments, and offers great feedback. Also, if you correct any mistakes you make on your assignments which she lists in the feedback, you get full credit!!! Loved this class. I wish I could take it again.",5.0,1.0,Youmei Liu
1,"Even though you are living in the other world, we all think that you are the greatest teacher. We all miss u.",5.0,3.0,. Oganian
1,"He's is a great teacher, and he knows his stuff. I took The Digital Revolution with him last semester andhe helped the class to set up blogs. Very interesting subjects .",4.5,3.0,Andrew Mattson
1,Hes honestly my favorite professor from Suffolk. I had him once before in seminar and loved him so much. Everyone talks highly about him and the class is interactive and hes always around to help you whether its by email or face to face. All his stories are hilarious and everything applies to what hes teaching. You really have to try to fail.,5.0,1.0,Andrew Monahan
1,responded to all my questions.,4.0,4.0,Van Nguyen
1,"I had her for basic skills and concepts of music. While she was a very nice professor, the subject was very difficult to understand for someone with no prior experience. She understood that a lot of us had no idea what we were doing, but couldn't dumb it down and further. She is VERY helpful and offers retests. Very nice lady.",2.5,4.0,Ina Grapenthin
1,"awesome teacher. whoever gave him a bad rating is crazy. his take-home midterms are super easy, very lengthy but they teach you so much. you probably want to give yourself a good three days to do them (dont try the night before stuff with these, it wont work). but hes a lenient grader and extremely relevant.",5.0,1.0,Jose Juarez
1,"Good teacher. Gives random participation assignments you can only receive credit for if you are there, most are full points if you do them. 5 tests and 1 final but if you pass the tests no final. The hybrid class is so easy if you are good at time management and actually read the material. Two projects that are super easy. READ THE BOOK!!",3.0,2.0,Dan Baker
1,"Dr. O'Gorman is great. He is happy to go over course content with you if you're struggling, but he is also clear about what material will be on his exams. Pre-exam study group is a must because different people pick up different perspectives on lecture content. The one bad thing: he's terrible at responding to emails. Just go to his office.",5.0,4.0,Mark O'Gorman
1,Great professor. Lots of knowledge from working for years. His grades are a point system. You have to get enough points for the grade you want. Its your fault if you don't get the grade you want. Doesn't accept late work or lame excuses.,5.0,4.0,Charles O'Gorman
0,"HE DOES NOT CURVE. 4 lengthy and involved questions on each exam and his partial credit is a joke. Not allowed to bring a formula sheet. The Class average was 40 both on exams before I dropped. He has admitted to having only two people pass before. He marks homework as ""ok"" easy padding to your grade,but it tells you nothing useful. Avoid.",2.5,5.0,Nikolas Kidonakis
1,"Professor Cordova was great! She only assigns 2 assignments and 4 exams for the whole semester. You have a whole week to do the exams and the assignments are open from the first day so you can get them done ahead of time. Overall, great professor and easy class. Easy A.",5.0,2.0,Victoria Cordova
1,Mr. Carson is awesome. A sweet old guy who tries to make his lectures engaging and fun. We did do a writing assignment each time we met however they were never hard and usually the topic was engaging so it was not hard to think of something to write. We did a few group projects but those were also really easy. I definitely recommend taking him!!!!,5.0,1.0,Alfred Carson
1,"This man changed my life. Not a day has gone by that I havent used something in his class, mainly with contracts. I see things in a whole new perspective now and it is such a blessing. Hunt is a fantastic teacher that everyone should be required to have... I ACCEPT!!!!",5.0,3.0,Ryan Hunt
1,His lectures aren't that boring they can actually be pretty interesting even if you don't like science. You take 4 major tests and some quizzes. Quizzes are easy. Not too much hw. You have to actually study for the tests tho bc they can be hard but he gives you a study guide.,4.0,4.0,Marc Zamkotowicz
1,"Amazing professor for a course that can be difficult to learn. Attendance was optional but that may have been due to COVID-19. Hilarious, looking forward to having him again in the future.",5.0,3.0,Dave Barrett
